country,year,safe,basic_notshared,limited_shared,unimproved,open_def,atleast_basicsan,country_c,norm_basicsan,basicsan_log32_n
Moldova,2019.5,0.0,0.0,5.05072095,11.502084833333333,0.13341533333333333,5.05072095,Moldova,0.050507208237319794,1.6162306635942334
Sri Lanka,2019.5,0.0,0.0,4.8717791833333335,1.9059006666666667,0.29820413916666666,4.8717791833333335,Sri Lanka,0.04871779061538857,1.5589692996924343
Mozambique,2019.5,0.0,0.0,4.727668116666666,37.367678500000004,23.891384333333335,4.727668116666666,Mozambique,0.047276679984749666,1.5128537595119893
"Bonaire, Sint Eustatius and Saba",2019.5,0.0,0.0,4.599396633333333,0.013116575,0.0,4.599396633333333,"Bonaire, Saint Eustatius and Saba",0.045993965183484205,1.4718068858714946
Papua New Guinea,2019.5,0.0,0.0,4.1786527,60.72640466666667,15.924036000000001,4.1786527,Papua New Guinea,0.04178652595533685,1.3371688305707792
Mauritius,2017.0,0.0,0.0,3.960664,0.37809327,0.20248431,3.960664,Mauritius,0.03960663900983403,1.267412448314689
Bahamas,2018.0,0.0,0.0,3.3170629999999997,1.5291588,0.22319575,3.3170629999999997,Bahamas,0.03317062917073427,1.0614601334634965
Tokelau,2019.5,0.0,0.0,3.220484616666667,0.0,0.0,3.220484616666667,Tokelau,0.03220484536154554,1.0305550515694573
Dominica,2017.0,0.0,0.0,3.1745572,10.88795,5.571068,3.1745572,Dominica,0.03174557120636072,1.015858278603543
Panama,2019.5,0.0,0.0,2.8364915333333336,9.06375525,4.2980857,2.8364915333333336,Panama,0.028364914624210473,0.9076772679747351
Tajikistan,2019.5,0.0,0.0,2.6237396833333335,0.46193257000000004,0.3265066466666667,2.6237396833333335,Tajikistan,0.026237396177398432,0.8395966776767498
Anguilla,2017.0,0.0,0.0,2.377922,0.3779164,0.542,2.377922,Anguilla,0.023779219405519515,0.7609350209766245
Grenada,2017.0,0.0,0.0,2.2129571,2.7520547,3.541096,2.2129571,Grenada,0.02212957044676074,0.7081462542963437
Kazakhstan,2019.5,0.0,0.0,2.0384138333333333,0.06370130183333333,0.029981241000000002,2.0384138333333333,Kazakhstan,0.02038413782372989,0.6522924103593565
Barbados,2019.5,0.0,0.0,1.9022805833333332,0.0,0.826794595,1.9022805833333332,Barbados,0.019022805357763198,0.6087297714484223
Saint Vincent and the Grenadines,2017.5,0.0,0.0,1.82481335,5.94931865,2.539252,1.82481335,St. Vincent and the Grenadines,0.018248133043796674,0.5839402574014936
Saint Kitts and Nevis,2017.0,0.0,0.0,1.3482255,2.378214,1.3199661,1.3482255,St. Kitts and Nevis,0.013482254662943635,0.4314321492141963
Uruguay,2019.5,0.0,0.0,1.3043902,0.5763687683333333,0.2616494716666667,1.3043902,Uruguay,0.01304390167390246,0.4174048535648787
Iceland,2019.5,0.0,0.0,1.21920995,2.5814666666666665e-07,0.0,1.21920995,Iceland,0.012192099195197521,0.39014717424632067
North Korea,2019.5,0.0,0.0,0.7992037499999999,14.894459333333332,0.0,0.7992037499999999,North Korea,0.007992037300199067,0.25574519360637016
Oman,2019.5,0.0,0.0,0.6798806283333333,3.8199999999999995e-07,0.0,0.6798806283333333,Oman,0.006798806113363181,0.2175617956276218
Turkmenistan,2019.5,0.0,0.0,0.633394152,0.21921251333333336,0.007061676833333333,0.633394152,Turkmenistan,0.006333941361651467,0.20268612357284693
Maldives,2019.5,0.0,0.0,0.3756424483333333,1.26217765,0.0,0.3756424483333333,Maldives,0.0037564243894227236,0.12020558046152716
Falkland Islands,2019.5,0.0,0.0,0.0,7.246666666666667e-07,0.0,0.0,Falkland Islands,0.0,0.0
New Caledonia,2019.5,0.0,0.0,0.0,0.0,0.0,0.0,New Caledonia,0.0,0.0
Sint Maarten (Dutch part),2017.0,0.0,0.0,0.0,1.0875936,0.13137986,0.0,Sint Maarten,0.0,0.0
Brunei,2019.5,0.0,0.0,0.0,3.1274297333333334,0.43333333333333335,0.0,Brunei Darussalam,0.0,0.0
Micronesia (country),2018.5,0.0,0.0,0.0,9.5461,0.0,0.0,"Micronesia, Fed. Sts.",0.0,0.0
Seychelles,2019.5,0.0,0.0,0.0,7.583333333333334e-16,0.27665646,0.0,Seychelles,0.0,0.0
Niue,2019.5,0.0,0.0,0.0,1.9087704499999998,0.5,0.0,Niue,0.0,0.0
Curacao,2017.0,0.0,0.0,0.0,0.7770235,0.2727014,0.0,Curacao,0.0,0.0
Mayotte,2019.5,0.0,0.0,0.0,0.5797277333333334,0.0,0.0,Mayotte,0.0,0.0
Bermuda,2019.5,0.0,0.0,0.0,0.058000288000000004,0.0,0.0,Bermuda,0.0,0.0
Guadeloupe,2019.5,0.0,0.0,0.0,0.48111111500000003,0.0,0.0,Guadeloupe,0.0,0.0
Saint Pierre and Miquelon,2019.5,0.0,0.0,0.0,0.07565001333333334,0.0,0.0,St. Pierre and Miquelon,0.0,0.0
Saint Martin (French part),2019.5,0.0,0.0,0.0,0.023992340333333334,0.0,0.0,Saint-Martin,0.0,0.0
Saint Helena,2019.5,0.0,0.0,0.0,0.0,0.0,0.0,St. Helena,0.0,0.0
Aruba,2019.5,0.0,0.0,0.0,0.35926336,0.8992460666666666,0.0,Aruba,0.0,0.0
United States Virgin Islands,2019.5,0.0,0.0,0.0,0.8957867,0.0,0.0,United States Virgin Islands,0.0,0.0
Antigua and Barbuda,2019.5,0.0,0.0,0.0,1.97579465,0.6244636,0.0,Antigua and Barbuda,0.0,0.0
Martinique,2019.5,0.0,0.0,0.0,0.6918100966666666,0.0,0.0,Martinique,0.0,0.0
Saint Barthelemy,2019.5,0.0,0.0,0.0,0.002579415833333333,0.0,0.0,St. Barths,0.0,0.0
Palau,2019.5,0.0,0.0,0.0,1.59305025,0.0,0.0,Palau,0.0,0.0
Wallis and Futuna,2019.5,0.0,0.0,0.0,4.2599999999999996e-14,5.761823199999999,0.0,Wallis and Futuna Islands,0.0,0.0
Gibraltar,2019.5,0.0,0.0,0.0,0.0,0.0,0.0,Gibraltar,0.0,0.0
French Polynesia,2019.5,0.0,0.0,0.0,2.9677013166666666,0.0,0.0,French Polynesia,0.0,0.0
