country,year,safe,basic_notshared,limited_shared,unimproved,open_def,atleast_basicsan,country_c,norm_basicsan,basicsan_log32_n
South Sudan,2019.5,0.0,0.0,8.627756666666667,15.327698499999999,60.83523383333333,8.627756666666667,South Sudan,0.08627756450972755,2.7608820643112817
Sudan,2018.5,0.0,0.0,8.34336075,34.54542375,20.38169625,8.34336075,Sudan,0.08343360541415988,2.669875373253116
Indonesia,2019.5,0.0,0.0,7.534468866666667,2.396619916666667,6.976677333333334,7.534468866666667,Indonesia,0.07534468678304951,2.4110299770575843
Nicaragua,2018.5,0.0,0.0,7.2339096000000005,12.979551749999999,6.840065575000001,7.2339096000000005,Nicaragua,0.07233909419152265,2.314851014128725
Cape Verde,2019.5,0.0,0.0,6.50944285,2.2851468833333333,11.683830833333333,6.50944285,Cabo Verde,0.06509442687263933,2.0830216599244586
Marshall Islands,2019.5,0.0,0.0,6.280609316666666,3.0976891,9.00812625,6.280609316666666,Marshall Islands,0.06280609159651437,2.00979493108846
Trinidad and Tobago,2019.5,0.0,0.0,5.935482333333333,0.16840146,0.0,5.935482333333333,Trinidad and Tobago,0.05935482184946279,1.8993542991828092
Solomon Islands,2019.0,0.0,0.0,5.77659036,14.7801723,45.038575,5.77659036,Solomon Islands,0.05776590215585245,1.8485088689872784
Botswana,2019.5,0.0,0.0,5.56002835,8.739157666666665,6.300131833333334,5.56002835,Botswana,0.055600282109992946,1.7792090275197743
Syria,2019.5,0.0,0.0,5.092845400000001,0.7829934066666667,0.0,5.092845400000001,Syria,0.05092845272678869,1.629710487257238
