year,school,norm_edu,edu_log8
2017.0,14.123225909090907,1.0,8.0
2017.0,13.757107772727272,0.9712208126638102,7.769766501310482
2017.0,13.733071272727273,0.9693313926441496,7.754651141153197
2017.0,13.535404545454547,0.9537935451318286,7.6303483610546285
2017.0,13.510309999999999,0.9518209560874124,7.614567648699299
2017.0,13.4093405,0.9438841185829867,7.551072948663894
2017.0,13.187173727272727,0.9264204134639251,7.411363307711401
2017.0,13.163856818181818,0.9245875578138524,7.396700462510819
2017.0,13.136083636363635,0.9224044111104241,7.379235288883393
2017.0,13.125842727272728,0.9215994112703524,7.372795290162819
2017.0,13.060958181818183,0.9164990780625891,7.331992624500713
2017.0,13.006680772727272,0.912232532461038,7.297860259688304
2017.0,12.936879363636365,0.9067457028586879,7.2539656228695035
2017.0,12.927419636363636,0.906002108820886,7.248016870567088
2017.0,12.88527409090909,0.902689203975283,7.221513631802264
2017.0,12.845481454545455,0.8995612525771788,7.19649002061743
2017.0,12.769718681818182,0.8936058223133752,7.148846578507001
2017.0,12.763402545454545,0.8931093342850698,7.144874674280558
2017.0,12.74348681818182,0.8915438329094456,7.132350663275565
2017.0,12.742158181818182,0.8914393937380061,7.131515149904049
2017.0,12.656352363636364,0.8846945169599354,7.077556135679483
2017.0,12.623631136363635,0.8821224227749683,7.056979382199747
2017.0,12.482052272727271,0.8709934339739631,6.967947471791705
2017.0,12.466878818181819,0.8698007050498023,6.958405640398419
2017.0,12.444769090909091,0.8680627414803006,6.944501931842405
2017.0,12.442855045454547,0.8679122854737956,6.943298283790365
2017.0,12.386255318181817,0.8634631910625281,6.907705528500225
2017.0,12.297695909090908,0.8565018647269266,6.852014917815413
2017.0,12.289698272727271,0.8558732002268777,6.846985601815022
2017.0,12.171700863636364,0.846597862011894,6.772782896095152
2017.0,12.161682863636365,0.8458103842278174,6.766483073822539
2017.0,12.15175690909091,0.845030141795166,6.760241134361328
2017.0,12.127566,0.8431285842501758,6.745028674001406
2017.0,12.116925181818182,0.8422921490412936,6.738337192330349
2017.0,12.096674454545456,0.8407003145594939,6.725602516475951
2017.0,12.095085954545453,0.8405754484724498,6.724603587779598
2017.0,12.09228640909091,0.8403553865987259,6.722843092789807
2017.0,12.08505281818182,0.8397867808750278,6.718294247000222
2017.0,12.028715454545454,0.8353583098950824,6.682866479160659
2017.0,12.025840454545454,0.835132316819696,6.681058534557568
2017.0,11.932720681818182,0.8278125172308556,6.622500137846845
2017.0,11.927547045454544,0.8274058368855515,6.619246695084412
2017.0,11.889819045454544,0.8244401788861855,6.595521431089484
2017.0,11.790946181818184,0.8166681501816851,6.533345201453481
2017.0,11.649702727272727,0.8055655266439727,6.444524213151782
2017.0,11.640571363636365,0.8048477440524413,6.43878195241953
2017.0,11.631975727272728,0.8041720729927122,6.433376583941698
2017.0,11.62632609090909,0.8037279760547529,6.429823808438023
2017.0,11.592226727272728,0.8010475516871355,6.408380413497084
2017.0,11.568712454545455,0.7991991820144014,6.3935934561152115
2017.0,11.480882863636364,0.792295223976324,6.338361791810592
2017.0,11.416420454545454,0.7872280733407522,6.297824586726017
2017.0,11.411078090909092,0.7868081299710081,6.294465039768065
2017.0,11.373497272727272,0.7838540413878967,6.270832331103174
2017.0,11.331513636363637,0.7805538636147763,6.24443090891821
2017.0,11.32377040909091,0.7799451972687661,6.239561578150129
2017.0,11.228459090909091,0.7724531284287528,6.179625027430022
2017.0,11.183088,0.7688866754311249,6.151093403448999
2017.0,11.146982090909091,0.7660485239754465,6.128388191803572
2017.0,11.119473000000001,0.7638861364778365,6.111089091822692
2017.0,11.075676318181818,0.7604434419332071,6.083547535465657
2017.0,11.010154181818182,0.7552929900713972,6.042343920571177
2017.0,10.972585,0.7523398161796265,6.018718529437012
2017.0,10.936037818181818,0.7494669779132627,5.995735823306101
2017.0,10.910441454545454,0.7474549428047793,5.9796395424382345
2017.0,10.879660772727274,0.7450353876929253,5.960283101543403
2017.0,10.837727454545455,0.7417391652452507,5.933913321962006
2017.0,10.714713636363637,0.7320695057371015,5.856556045896812
2017.0,10.713896181818182,0.7320052486704176,5.856041989363341
2017.0,10.677451909090909,0.7291404997055981,5.833123997644785
2017.0,10.661388545454544,0.7278778183319523,5.8230225466556185
2017.0,10.644198181818181,0.7265265476727552,5.812212381382041
2017.0,10.591112363636363,0.7223536686082992,5.7788293488663935
2017.0,10.565274636363636,0.7203226608005225,5.76258128640418
2017.0,10.523094272727272,0.7170070190269234,5.7360561522153874
2017.0,10.515182272727273,0.7163850860834602,5.7310806886676815
2017.0,10.4883,0.7142719704358039,5.714175763486431
2017.0,10.463208999999999,0.7122996600864058,5.698397280691246
2017.0,10.453342727272728,0.7115241090198887,5.69219287215911
2017.0,10.419979454545455,0.7089015460255962,5.6712123682047695
2017.0,10.417612636363636,0.7087154992361041,5.669723993888833
2017.0,10.399808,0.7073159428785549,5.658527543028439
2017.0,10.37515840909091,0.7053783300588814,5.643026640471051
2017.0,10.358429818181818,0.704063357639255,5.63250686111404
2017.0,10.352850318181819,0.7036247738604312,5.62899819088345
2017.0,10.258231,0.6961871005710848,5.569496804568678
2017.0,10.227258045454546,0.693752431614031,5.550019452912248
2017.0,10.222958545454546,0.6934144638826837,5.5473157110614695
2017.0,10.107132227272727,0.6843097870630002,5.474478296504001
2017.0,10.076363636363636,0.6818911823726174,5.455129458980939
2017.0,10.04242790909091,0.6792236208519785,5.433788966815828
2017.0,9.866570454545455,0.6654001192929014,5.3232009543432115
2017.0,9.81721959090909,0.6615208311377169,5.292166649101735
