year,male_unemploy,female_unemploy,m_f_unemploy,norm_unemploy,unemploy_norm_withpts,unemploy_norm_withpts_log5,unemploy_log16_n
2021.0,12.9712,7.899799999999999,20.871,0.706459328077916,3.53229664038958,11.303349249246656,11.303349249246656
2021.0,10.8146,10.608,21.422600000000003,0.6985215181421265,3.4926075907106324,11.176344290274024,11.176344290274024
2021.0,6.726000000000001,15.329400000000001,22.055400000000002,0.6894151981142664,3.4470759905713324,11.030643169828263,11.030643169828263
2021.0,9.3236,13.644400000000001,22.968000000000004,0.6762824110450105,3.3814120552250526,10.820518576720168,10.820518576720168
2021.0,12.9656,10.2274,23.192999999999998,0.6730445444105787,3.3652227220528936,10.76871271056926,10.76871271056926
2021.0,5.213,18.188,23.401,0.670051316588526,3.35025658294263,10.720821065416416,10.720821065416416
2021.0,10.65,12.976400000000002,23.626400000000004,0.666807693746744,3.33403846873372,10.668923099947904,10.668923099947904
2021.0,8.3396,15.4536,23.7932,0.664407355281752,3.32203677640876,10.630517684508032,10.630517684508032
2021.0,11.654,12.1732,23.827199999999998,0.6639180776569933,3.3195903882849667,10.622689242511893,10.622689242511893
2021.0,12.1386,11.7788,23.9174,0.6626200528995454,3.313100264497727,10.601920846392726,10.601920846392726
2021.0,8.221,16.205000000000002,24.426000000000002,0.6553010352538918,3.2765051762694593,10.48481656406227,10.48481656406227
2021.0,11.3384,13.0982,24.4366,0.6551484957591142,3.275742478795571,10.482375932145827,10.482375932145827
2021.0,10.4768,14.351400000000002,24.828200000000002,0.6495131687633651,3.247565843816825,10.392210700213841,10.392210700213841
2021.0,9.7112,15.384800000000002,25.096000000000004,0.6456593879424724,3.2282969397123615,10.330550207079558,10.330550207079558
2021.0,10.6528,15.1146,25.7674,0.6359975939053276,3.179987969526638,10.175961502485242,10.175961502485242
2021.0,13.550999999999998,12.2934,25.8444,0.6348895239904331,3.1744476199521654,10.15823238384693,10.15823238384693
2021.0,9.8326,16.168,26.0006,0.6326417250202186,3.163208625101093,10.122267600323498,10.122267600323498
2021.0,7.883799999999999,18.1862,26.07,0.6316430230449761,3.1582151152248805,10.106288368719618,10.106288368719618
2021.0,12.0024,14.1006,26.103,0.6311681359385927,3.1558406796929632,10.098690175017483,10.098690175017483
2021.0,12.2506,14.2852,26.535800000000002,0.6249399195857832,3.124699597928916,9.999038713372531,9.999038713372531
2021.0,12.592,15.104800000000001,27.696800000000003,0.6082325277521146,3.041162638760573,9.731720444033833,9.731720444033833
2021.0,12.2494,15.7626,28.012,0.603696636360235,3.018483181801175,9.65914618176376,9.65914618176376
2021.0,12.7444,15.350999999999999,28.095399999999998,0.6024964671277389,3.012482335638694,9.639943474043822,9.639943474043822
2021.0,12.0268,16.6702,28.697000000000003,0.5938391312731865,2.9691956563659327,9.501426100370985,9.501426100370985
2021.0,11.1718,17.9662,29.137999999999998,0.5874929126697002,2.9374645633485006,9.399886602715203,9.399886602715203
2021.0,12.043000000000001,17.9446,29.9876,0.5752667282580852,2.876333641290426,9.204267652129364,9.204267652129364
2021.0,15.991399999999999,14.6942,30.6856,0.5652221464321587,2.8261107321607937,9.04355434291454,9.04355434291454
2021.0,15.612200000000001,15.7026,31.3148,0.5561676322704495,2.7808381613522477,8.898682116327192,8.898682116327192
2021.0,16.144399999999997,15.869399999999999,32.013799999999996,0.5461086599261478,2.730543299630739,8.737738558818364,8.737738558818364
2021.0,11.607800000000001,20.6498,32.2576,0.5426002515462611,2.713001257731306,8.681604024740178,8.681604024740178
2021.0,10.2132,22.4226,32.6358,0.5371577574967403,2.685788787483702,8.594524119947845,8.594524119947845
2021.0,10.623999999999999,22.024,32.647999999999996,0.5369821931725625,2.6849109658628123,8.591715090761,8.591715090761
2021.0,15.484799999999998,19.488599999999998,34.9734,0.5035184817427493,2.5175924087137465,8.056295707883988,8.056295707883988
2021.0,15.957400000000002,19.610599999999998,35.568,0.4949618795168239,2.4748093975841194,7.919390072269183,7.919390072269183
2021.0,13.749600000000001,22.642599999999998,36.3922,0.4831012142719404,2.415506071359702,7.729619428351047,7.729619428351047
2021.0,11.5144,25.863799999999998,37.3782,0.468912163153941,2.344560815769705,7.502594610463056,7.502594610463056
2021.0,21.2184,17.4018,38.6202,0.4510391393318769,2.2551956966593845,7.21662622931003,7.21662622931003
2021.0,21.5026,18.8516,40.354200000000006,0.4260859804691882,2.130429902345941,6.8173756875070115,6.8173756875070115
2021.0,15.958400000000001,25.148400000000002,41.10680000000001,0.41525567633997296,2.076278381699865,6.644090821439567,6.644090821439567
2021.0,16.631,24.7778,41.4088,0.4109097397906466,2.054548698953233,6.574555836650346,6.574555836650346
2021.0,19.7898,22.374000000000002,42.1638,0.4000448984173306,2.000224492086653,6.4007183746772895,6.4007183746772895
2021.0,13.228800000000001,29.223399999999998,42.4522,0.3958946729179078,1.979473364589539,6.334314766686525,6.334314766686525
2021.0,16.8794,25.8248,42.7042,0.392268262287344,1.96134131143672,6.276292196597504,6.276292196597504
2021.0,14.997800000000002,29.535199999999996,44.533,0.36595088228268147,1.8297544114134072,5.8552141165229035,5.8552141165229035
2021.0,19.9814,24.759800000000002,44.741200000000006,0.3629547763569537,1.8147738817847685,5.80727642171126,5.80727642171126
2021.0,16.639,29.651,46.29,0.3406667414973621,1.7033337074868105,5.4506678639577935,5.4506678639577935
2021.0,25.723599999999998,28.6592,54.382799999999996,0.2242071543901153,1.1210357719505764,3.5873144702418447,3.5873144702418447
2021.0,22.7078,36.7866,59.4944,0.15064858066317255,0.7532429033158627,2.410377290610761,2.410377290610761
2021.0,21.48575,40.82725,62.313,0.1100874655706846,0.550437327853423,1.7613994491309537,1.7613994491309537
2021.0,33.4696,36.4934,69.963,0.0,0.0,0.0,0.0
