index,country_c,dep_rate,deprate_log8_n,school,school_log8_n,equal_rights,equal_rights_log8,country_x,year,lgbt_eindex,norm_lgbt_eindex,lgbt_log8_n,sui_rate,sui_log8_n,dsels_pts
114,Armenia,5.0,3.0588235294117645,7.975010333333333,4.306712906076188,0.8986666666666667,7.303781436584042,Armenia,2025,43.18,0.429116849,3.432934794,3.3,7.677777777777778,25.78003044384977
145,United States,5.9,0.9411764705882336,10.825505,6.451409523700964,0.7048333333333333,5.62040890175502,United States,2025,81.11,0.810207977,6.48166382,16.1,6.255555555555556,25.750214271599777
98,Peru,4.8,3.5294117647058822,8.453317333333333,4.666588480334266,0.5676666666666667,4.42916591279175,Peru,2025,66.5,0.663418065,5.307344519,2.8,7.733333333333333,25.665844010165234
119,Hungary,5.1,2.8235294117647065,10.5679995,6.257663792011666,0.6725,5.339605572643387,Hungary,2025,61.36,0.611775344,4.894202753,16.6,6.199999999999999,25.51500152941976
37,Jordan,4.0,5.411764705882353,7.607844966666666,4.030459689675751,0.6741666666666667,5.354079971051204,Jordan,2025,35.12,0.34813624,2.785089923,1.6,7.866666666666666,25.448060956275974
113,Georgia,5.0,3.0588235294117645,8.769062333333332,4.904153293715873,0.8388333333333332,6.78415053374344,Georgia,2025,45.58,0.453230182,3.625841455,9.2,7.022222222222222,25.3951910340933
6,Philippines,3.3,7.0588235294117645,8.069764666666666,4.378005548922257,0.2576666666666666,1.7369278089379407,Philippines,2025,54.75,0.545363207,4.362905657,2.2,7.8,25.336662544271963
107,Romania,5.0,3.0588235294117645,8.597487000000001,4.775060950070779,0.7503333333333333,6.015559978288402,Romania,2025,55.46,0.552496735,4.419973877,9.7,6.966666666666667,25.236085001437615
3,Laos,3.2,7.2941176470588225,6.317242,3.059417066907644,0.4616666666666666,3.508594174054641,Laos,2025,47.27,0.470209987,3.761679896,5.4,7.444444444444445,25.06825322846555
30,Benin,3.9,5.647058823529411,5.680045533333334,2.5799939257934965,0.774,6.221096435679392,Benin,2025,41.91,0.416356877,3.330855019,7.8,7.177777777777778,24.95678198178008
139,Lithuania,5.6,1.647058823529412,11.170959666666668,6.711327728006566,0.8334999999999999,6.737832458838429,Lithuania,2025,58.18,0.579825178,4.638601427,26.1,5.144444444444444,24.879264881818848
8,Niger,3.4,6.823529411764706,2.6615173333333333,0.3088697954980987,0.8658333333333333,7.018635787950063,Niger,2025,38.97,0.386818045,3.094544358,5.3,7.455555555555556,24.701134908768424
78,South Africa,4.6,4.0,5.427805666666667,2.3902100278629885,0.7648333333333334,6.141487244436403,South Africa,2025,83.64,0.835627449,6.685019592,23.5,5.433333333333334,24.650050197632726
142,Brazil,5.8,1.1764705882352944,7.759217833333333,4.144351807747948,0.5381666666666667,4.172969060973403,Brazil,2025,96.57,0.965538029,7.72430423,6.9,7.277777777777778,24.495873464734427
131,Bulgaria,5.2,2.588235294117646,9.592576333333334,5.523760729232324,0.6723333333333333,5.338158132802605,Bulgaria,2025,50.7,0.504671958,4.037375666,9.7,6.966666666666667,24.454196488819242
1,Papua New Guinea,3.0,7.764705882352941,5.538932466666666,2.473821225201648,0.6001666666666666,4.711416681744165,Papua New Guinea,2025,22.27,0.219029438,1.752235507,3.0,7.711111111111111,24.413290407409864
60,Gabon,4.3,4.705882352941177,6.026618,2.8407531567136064,0.7635000000000001,6.129907725710151,Gabon,2025,45.56,0.453029237,3.624233899,8.4,7.111111111111111,24.411888245476046
62,Kazakhstan,4.4,4.470588235294116,10.798303,6.430942887479942,0.5455,4.236656413967794,Kazakhstan,2025,38.52,0.382296795,3.058374359,17.6,6.088888888888889,24.28545078463074
19,Indonesia,3.7,6.117647058823529,7.897449433333333,4.248356508558541,0.4173333333333333,3.1235751764067308,Indonesia,2025,35.39,0.35084899,2.806791922,2.4,7.777777777777778,24.07414844356658
25,Malaysia,3.8,5.882352941176471,9.111733333333332,5.161977082426032,0.6278333333333334,4.951691695313913,Malaysia,2025,8.21,0.077765498,0.622123983,5.7,7.411111111111111,24.029256813027526
82,Azerbaijan,4.6,4.0,8.801667333333333,4.92868511762538,0.648,5.12683191604849,Azerbaijan,2025,29.76,0.294283131,2.354265046,4.1,7.588888888888889,23.99867096856276
134,Moldova,5.4,2.117647058823528,8.249787333333334,4.513453620027504,0.731,5.847656956757735,Moldova,2025,62.52,0.623430122,4.987440973,14.7,6.411111111111111,23.87730971971988
71,Thailand,4.4,4.470588235294116,8.726287000000001,4.871969366557346,0.2596666666666666,1.7542970870273202,Thailand,2025,69.05,0.689038481,5.512307847,8.8,7.066666666666666,23.675829202545447
0,Solomon Islands,2.9,8.0,5.010249666666667,2.0760431741792544,0.7094999999999999,5.6609372172969055,Solomon Islands,2025,18.75,0.183663217,1.469305737,14.7,6.411111111111111,23.61739723958727
69,Panama,4.4,4.470588235294116,6.827542133333334,3.4433640999372823,0.5736666666666667,4.481273747059888,Panama,2025,44.0,0.437355571,3.498844569,2.9,7.722222222222222,23.61629287351351
123,Bosnia and Herzegovina,5.1,2.8235294117647065,8.36014,4.596482363674527,0.5828333333333333,4.560882938302877,Bosnia and Herzegovina,2025,59.7,0.595096956,4.760775646,10.9,6.833333333333333,23.57500369307544
36,Honduras,4.0,5.411764705882353,6.215869333333333,2.983144826211314,0.3518333333333333,2.554731318979554,Honduras,2025,60.0,0.598111122,4.784888978,2.1,7.811111111111111,23.54564094018433
132,Trinidad and Tobago,5.2,2.588235294117646,9.120538666666668,5.168602167130766,0.7903333333333333,6.362945540075991,Trinidad and Tobago,2025,29.29,0.289560936,2.316487491,8.7,7.0777777777777775,23.51404827010218
13,Burkina Faso,3.6,6.352941176470588,4.361582333333334,1.5879894156396783,0.751,6.021349737651529,Burkina Faso,2025,29.47,0.291369436,2.330955491,7.5,7.211111111111111,23.50434693187291
48,China,4.2,4.941176470588235,9.370473,5.3566513943742375,0.3414999999999999,2.4649900488510945,China,2025,42.38,0.421079072,3.368632573,8.1,7.144444444444445,23.275894931258012
77,India,4.5,4.235294117647058,6.602306,3.2738976634707395,0.5463333333333333,4.243893613171703,India,2025,61.16,0.6097659,4.878127198,12.7,6.633333333333334,23.264545925622834
102,Jamaica,4.8,3.5294117647058822,7.159996566666667,3.693500999690948,0.7635000000000001,6.129907725710151,Jamaica,2025,25.0,0.246458354,1.971666834,2.4,7.777777777777778,23.10226510188476
32,Gambia,3.9,5.647058823529411,5.072868533333334,2.1231572674311967,0.8191666666666667,6.61335263253121,Gambia,2025,11.84,0.114236913,0.913895308,4.8,7.511111111111111,22.80857514260293
54,Ghana,4.2,4.941176470588235,5.828553433333333,2.6917304585943147,0.7719999999999999,6.203727157590012,Ghana,2025,19.51,0.191299106,1.530392846,6.6,7.311111111111111,22.678138043883674
52,Uzbekistan,4.2,4.941176470588235,9.133364,5.178251877878015,0.4634999999999999,3.524516012303238,Uzbekistan,2025,23.21,0.228473827,1.827790616,8.0,7.155555555555556,22.627290532325045
24,Cote d'Ivoire,3.8,5.882352941176471,4.524140333333333,1.710297166937996,0.6641666666666667,5.267233580604306,Cote d'Ivoire,2025,33.33,0.330151713,2.641213704,8.9,7.055555555555555,22.55665294827433
43,Sri Lanka,4.1,5.176470588235295,8.378769333333333,4.610498972319975,0.547,4.24968337253483,Sri Lanka,2025,25.64,0.252888576,2.02310861,14.0,6.488888888888889,22.54865043197899
92,Botswana,4.7,3.76470588235294,5.1425228333333335,2.1755647822951736,0.6876666666666668,5.471322598154515,Botswana,2025,58.97,0.587762484,4.702099869,16.1,6.255555555555556,22.369248687358187
105,Tunisia,4.9,3.2941176470588225,6.3774370000000005,3.104707456118893,0.8969999999999999,7.289307038176225,Tunisia,2025,10.53,0.101075053,0.808600422,3.3,7.677777777777778,22.174510341131718
137,Belarus,5.6,1.647058823529412,10.784273,6.420386792112656,0.6726666666666666,5.341053012484169,Belarus,2025,37.73,0.37435949,2.994875917,21.2,5.688888888888888,22.092263434015123
70,Kenya,4.4,4.470588235294116,8.224409999999999,4.494359853040041,0.5281666666666667,4.086122670526507,Kenya,2025,20.79,0.20415955,1.633276399,6.1,7.366666666666667,22.05101382452733
42,Malawi,4.1,5.176470588235295,5.468911366666667,2.421137732021155,0.7213333333333334,5.763705445992401,Malawi,2025,15.79,0.15392344,1.231387521,5.4,7.444444444444445,22.037145731693297
23,Rwanda,3.8,5.882352941176471,3.854294133333333,1.2063085447986774,0.5655,4.410349194861588,Rwanda,2025,39.0,0.387119461,3.096955692,5.6,7.4222222222222225,22.01818859505896
31,Sierra Leone,3.9,5.647058823529411,4.677365133333333,1.82558266953482,0.6783333333333333,5.390265967070744,Sierra Leone,2025,22.44,0.220737466,1.765899729,6.7,7.3,21.928807189134975
75,Algeria,4.5,4.235294117647058,6.9931937333333325,3.567999458978168,0.7525,6.034376696218563,Algeria,2025,3.72,0.032653471,0.261227771,2.5,7.766666666666667,21.865564710510455
7,Cambodia,3.4,6.823529411764706,6.866099000000001,3.472374075817332,0.0973333333333333,0.3444906821060249,Cambodia,2025,45.0,0.447402793,3.579222345,4.9,7.5,21.719616514688063
38,Zimbabwe,4.0,5.411764705882353,6.787740266666667,3.4134173928574976,0.648,5.12683191604849,Zimbabwe,2025,15.26,0.148598413,1.1887873,14.1,6.477777777777778,21.61857909256612
14,Mali,3.6,6.352941176470588,2.726247066666667,0.3575720933003591,0.8405,6.798624932151258,Mali,2025,6.67,0.062292776,0.498342208,4.1,7.588888888888889,21.596369298811094
44,Mozambique,4.1,5.176470588235295,4.393355666666667,1.6118954980917997,0.5599999999999999,4.362583680115795,Mozambique,2025,48.21,0.479654376,3.837235005,13.6,6.533333333333333,21.52151810477622
28,Senegal,3.9,5.647058823529411,4.827480466666667,1.93852862639574,0.7806666666666667,6.278994029310657,Senegal,2025,3.24,0.027830805,0.222646438,6.0,7.377777777777778,21.465005695013588
66,Namibia,4.4,4.470588235294116,6.020294333333333,2.8359952644538584,0.4275,3.211869006694409,Namibia,2025,49.05,0.488094042,3.904752336,9.7,6.966666666666667,21.38987150910905
29,Togo,3.9,5.647058823529411,5.750857233333334,2.633272262095685,0.6676666666666667,5.297629817260721,Togo,2025,8.89,0.084597609,0.67678087,8.8,7.066666666666666,21.321408439552485
20,Guatemala,3.7,6.117647058823529,6.2628729000000005,3.018510053034975,0.1671666666666666,0.9509679753935228,Guatemala,2025,48.29,0.480458153,3.843665227,5.9,7.388888888888889,21.319679203140915
87,Dominican Republic,4.7,3.76470588235294,6.523497233333333,3.214602377889016,0.4411666666666667,3.3305590736385025,Dominican Republic,2025,43.5,0.43233196,3.458655682,4.9,7.5,21.268523015880458
146,Ukraine,6.3,0.0,10.065183,5.879347403825967,0.6538333333333334,5.177492310475846,Ukraine,2025,57.27,0.570682206,4.565457651,21.6,5.644444444444444,21.266741809746257
59,Nicaragua,4.2,4.941176470588235,6.918482,3.5117867588981992,0.2726666666666666,1.8671973946082865,Nicaragua,2025,42.11,0.418366322,3.346930574,4.4,7.555555555555555,21.222646753650274
46,Tanzania,4.1,5.176470588235295,4.593022866666667,1.76212400877741,0.751,6.021349737651529,Tanzania,2025,6.22,0.057771526,0.462172209,4.3,7.566666666666666,20.9887832103309
91,Oman,4.7,3.76470588235294,8.759368333333333,4.89685958106509,0.5821666666666666,4.5550931789397495,Oman,2025,2.93,0.024716166,0.197729328,4.9,7.5,20.91438797035778
10,Liberia,3.5,6.588235294117647,2.2510016,0.0,0.5844999999999999,4.575357336710693,Liberia,2025,27.18,0.268361298,2.146890385,4.5,7.544444444444444,20.854927460272783
68,Comoros,4.4,4.470588235294116,5.164583233333333,2.1921629067599264,0.7120000000000001,5.682648814908631,Comoros,2025,13.51,0.131015774,1.048126193,5.4,7.444444444444445,20.837970594407118
22,Tajikistan,3.8,5.882352941176471,7.392325666666667,3.868304145535275,0.1398333333333333,0.7135878415053374,Tajikistan,2025,35.12,0.34813624,2.785089923,4.3,7.566666666666666,20.81600151788375
89,Lebanon,4.7,3.76470588235294,6.581627466666667,3.2583392479381463,0.5803333333333334,4.539171340691153,Lebanon,2025,18.92,0.185371245,1.482969959,2.8,7.733333333333333,20.778519763315572
27,Cameroon,3.9,5.647058823529411,5.358599666666667,2.338139811470369,0.6934999999999999,5.5219829925818695,Cameroon,2025,3.16,0.027027027,0.216216216,9.0,7.044444444444444,20.767842288026095
26,Nigeria,3.9,5.647058823529411,4.7755616666666665,1.8994652048593827,0.6458333333333334,5.108015198118329,Nigeria,2025,4.6,0.041495027,0.331960213,3.5,7.655555555555556,20.64205499506268
18,Myanmar,3.7,6.117647058823529,6.720631999999999,3.362925499566931,0.347,2.512755563596888,Myanmar,2025,11.71,0.112930775,0.903446197,2.9,7.722222222222222,20.61899654120957
33,Guinea,3.9,5.647058823529411,4.573374866666667,1.747340960895981,0.5901666666666666,4.624570291297268,Guinea,2025,16.92,0.165276801,1.322214408,7.0,7.266666666666667,20.607851150389326
64,El Salvador,4.4,4.470588235294116,7.2737407,3.779081464333575,0.2011666666666667,1.2462457029129728,El Salvador,2025,45.41,0.451522154,3.612177233,6.1,7.366666666666667,20.47475930220733
100,Bahrain,4.8,3.5294117647058822,9.46856,5.430451517417078,0.2596666666666666,1.7542970870273202,Bahrain,2025,31.11,0.30784688,2.462775043,8.9,7.055555555555555,20.232490967705836
74,Morocco,4.5,4.235294117647058,6.199232233333333,2.9706271630441665,0.6598333333333334,5.229600144743984,Morocco,2025,6.51,0.060685221,0.485481764,7.2,7.2444444444444445,20.16544763387965
112,Kuwait,5.0,3.0588235294117645,7.481373333333333,3.935303123551504,0.604,4.744707798082142,Kuwait,2025,5.64,0.051944137,0.4155531,2.9,7.722222222222222,19.87660977326763
106,Iran,4.9,3.2941176470588225,8.151641333333334,4.439609105706925,0.5341666666666667,4.138230504794644,Iran,2025,6.05,0.056063498,0.448507988,5.2,7.466666666666667,19.78713191222706
136,Russia,5.5,1.88235294117647,11.524789333333333,6.977547236567408,0.4051666666666667,3.017912068029673,Russia,2025,31.55,0.312267658,2.498141264,25.1,5.255555555555555,19.631509065329105
9,Egypt,3.5,6.588235294117647,6.457976899999999,3.165305236965061,0.2198333333333333,1.4083589650805135,Egypt,2025,8.84,0.084095248,0.672761981,3.0,7.711111111111111,19.545772588274332
35,Zambia,4.0,5.411764705882353,5.102845333333334,2.145711648016092,0.5338333333333334,4.135335625113082,Zambia,2025,5.5,0.050537526,0.404300211,7.3,7.233333333333333,19.33044552334486
65,Madagascar,4.4,4.470588235294116,4.538960666666667,1.7214479047884343,0.3431666666666667,2.479464447258911,Madagascar,2025,40.0,0.397166683,3.177333467,5.5,7.433333333333334,19.282167387674797
16,Angola,3.6,6.352941176470588,4.193318466666667,1.4613886014271509,0.089,0.2721186900669441,Angola,2025,46.19,0.459358987,3.674871898,6.1,7.366666666666667,19.12798703263135
21,Iraq,3.7,6.117647058823529,4.011745133333333,1.32477381719174,0.471,3.589650805138412,Iraq,2025,3.08,0.026223249,0.209785994,3.6,7.644444444444445,18.886302119598128
133,Paraguay,5.2,2.588235294117646,7.017657333333333,3.5864057379964973,0.3155,2.2391894336891625,Paraguay,2025,38.57,0.382799156,3.062393248,6.0,7.377777777777778,18.854001491581084
73,Saudi Arabia,4.5,4.235294117647058,7.998155633333333,4.324127303375152,0.336,2.4172245341053014,Saudi Arabia,2025,2.93,0.024716166,0.197729328,6.0,7.377777777777778,18.55215306090529
5,Afghanistan,3.3,7.0588235294117645,4.957541966666667,2.036386188591917,0.2491666666666666,1.6631083770580786,Afghanistan,2025,0.51,0.000401889,0.003215111,4.1,7.588888888888889,18.35042209495065
72,Guyana,4.5,4.235294117647058,6.738832933333334,3.376619782392327,0.672,5.335263253121043,Guyana,2025,22.26,0.218928966,1.751431729,40.3,3.5666666666666664,18.265275548827095
47,Bangladesh,4.1,5.176470588235295,6.1624119,2.942923745359066,0.2075,1.301248416862674,Bangladesh,2025,14.72,0.143172913,1.145383302,3.7,7.633333333333333,18.199359385790366
61,Haiti,4.3,4.705882352941177,6.1965736,2.968626821845783,0.0694999999999999,0.1027682286954947,Haiti,2025,42.5,0.422284738,3.378277906,9.6,6.977777777777778,18.133333087260233
41,Mauritania,4.1,5.176470588235295,3.892280233333333,1.234889078956289,0.4768333333333334,3.640311199565768,Mauritania,2025,2.79,0.023309555,0.186476439,3.1,7.7,17.93814730575735
84,Ethiopia,4.7,3.76470588235294,4.449270633333334,1.653965613600851,0.5845,4.575357336710693,Ethiopia,2025,6.51,0.060685221,0.485481764,5.4,7.444444444444445,17.923955041108925
120,United Arab Emirates,5.1,2.8235294117647065,9.617687,5.542653857676335,0.2546666666666666,1.7108738918038715,United Arab Emirates,2025,0.47,0.0,0.0,6.4,7.333333333333333,17.410390494578245
17,Sudan,3.6,6.352941176470588,4.340359,1.5720210955628158,0.1998333333333333,1.2346661841867197,Sudan,2025,6.05,0.056063498,0.448507988,3.8,7.622222222222222,17.230358666442342
124,Qatar,5.1,2.8235294117647065,8.670971999999999,4.830350662691239,0.2285,1.483625836801158,Qatar,2025,6.83,0.063900332,0.511202652,5.8,7.4,17.0487085632571
49,Pakistan,4.2,4.941176470588235,4.975018566666667,2.049535486973665,0.1091666666666666,0.4472589108015199,Pakistan,2025,30.93,0.30603838,2.448307043,8.9,7.055555555555555,16.941833466918972
11,Chad,3.5,6.588235294117647,2.7810590000000004,0.3988122925542457,0.2215,1.42283336348833,Chad,2025,15.0,0.145986135,1.167889079,6.4,7.333333333333333,16.911103362493556
53,Burundi,4.2,4.941176470588235,5.208118933333334,2.2249189296452867,0.2633333333333333,1.786140763524516,Burundi,2025,6.32,0.058776248,0.470209987,6.2,7.355555555555556,16.778001706313596
99,Lesotho,4.8,3.5294117647058822,6.042700666666666,2.8528536672691023,0.7525,6.034376696218563,Lesotho,2025,54.5,0.542851402,4.342811213,72.4,0.0,16.75945334119355
79,Uganda,4.6,4.0,4.372676533333333,1.596336631122483,0.4443333333333333,3.358060430613353,Uganda,2025,0.59,0.001205667,0.009645333,4.6,7.533333333333333,16.49737572806917
