index,pm25,atleast_basicsan,basicw,calorie,avg_life,pswcl_pts,rank_x,cat_a_ptsa,ineq,crime_rate,gov,terror,unem,uhc,cat_b_pts,cat_b_rank,dep_rate,school,equal_rights,lgbt_eindex,sui_rate,cat_c_pts,cat_c_rank,hdi,happiness,freedom,renew,research,cat_d_pts,rank_y,hap_420,res_420,renew_420,freedom_420,hdi_420,abcd_pts_0421,all_rank,press_edit
sui_rate,-0.3207622863044453,0.05839957393783585,0.21733173110713022,-0.12949318218100367,0.19476651366975725,0.2178085078198727,-0.2811075787398092,0.22110433719639314,-0.19495581354260716,-0.2438398280682131,0.33272074606875535,-0.15633974168529405,-0.05647911017871151,0.36327283932800647,0.35757859103776257,-0.40542713089487636,0.3721012602971115,0.4680969089299618,0.3535821658158366,0.3507636044511182,1.0,0.27274829564029374,-0.2736394095540435,0.40134569849068713,0.3236025431864458,0.1638747790153606,-0.014899391966096727,0.14113243839411624,0.299387032070467,-0.27961736728777753,0.323602543186446,0.14113243839411624,-0.014899391966096694,0.16387477901536054,0.4013456984906873,0.2918844192878902,-0.33314473716924553,0.3150161329941316
cat_c_pts,-0.5342907447892423,0.4801378477575509,0.5507832744081651,-0.39821733788837527,0.7307993423750716,0.6707670650227573,-0.7402620732369362,0.6886996621392787,-0.5047229922701855,-0.3841723850654176,0.748847965655872,-0.24478201402235042,-0.057066960230192816,0.6953857941608703,0.7166625048204778,-0.7292097368121617,0.31461552906376095,0.7849895256779409,0.7603117396417295,0.8532353644148083,0.27274829564029374,1.0,-0.9944260562225741,0.8524289655385526,0.7224983215718958,0.5850482289095794,0.09558377195789626,0.0788802444873705,0.7408506348211036,-0.7303580888041787,0.722498321571896,0.07888024448737048,0.09558377195789629,0.5850482289095792,0.8524289655385522,0.7999448522621996,-0.824930476174542,0.6078078784467724
cat_c_rank,0.5338647205708758,-0.47635462500605663,-0.5673269773454117,0.3967638294215675,-0.7255560574611938,-0.6750847988511758,0.7332426637531928,-0.6892167901360106,0.49880746288778854,0.38027135943232954,-0.7480977803043903,0.25631659886934843,0.04695458789578925,-0.6932983530122453,-0.7120651847267361,0.7253067844431258,-0.32690801963617533,-0.786926392676587,-0.7478143543966616,-0.859216190335763,-0.2736394095540435,-0.9944260562225741,1.0,-0.8450120464105377,-0.717736798143682,-0.5793907559934901,-0.07491666147995758,-0.09055023972262015,-0.7286658582304828,0.7227539483843651,-0.717736798143682,-0.09055023972262016,-0.07491666147995744,-0.5793907559934898,-0.8450120464105372,-0.797575136185132,0.8132697909079384,-0.5914786027222714
hdi,-0.6090032123170618,0.48435295763853,0.6141626429597256,-0.43644948373097003,0.8061495338453605,0.7310981098173595,-0.8154000543472657,0.7467098241059216,-0.5708182601499265,-0.44549729917001324,0.820363794621303,-0.2539784872265939,-0.08972816008602505,0.7905772276897424,0.8098387436384343,-0.8263629128764892,0.5350134245443605,0.8153764038688078,0.743414476823677,0.74374301305913,0.40134569849068713,0.8524289655385526,-0.8450120464105377,1.0,0.747812010917744,0.6932577663097167,0.02006486855910756,0.10205333884694108,0.8108623772498201,-0.7903104349467158,0.7478120109177444,0.10205333884694111,0.020064868559107437,0.6932577663097166,0.9999999999999997,0.8533227122451641,-0.8917691324399963,0.754461692633793
happiness,-0.5318694679465594,0.408935471262205,0.6023093538545492,-0.4534829971209948,0.7028591971415497,0.6613242286214482,-0.7163509118466832,0.6777555306633447,-0.5534333136430433,-0.3070340168942078,0.6265854238893565,-0.21356746537512292,-0.30849853493430535,0.7613648114180499,0.7477468537069958,-0.7717488210262444,0.4370951463927556,0.7712035924299173,0.4509482235058743,0.6994609889102018,0.3236025431864458,0.7224983215718958,-0.717736798143682,0.747812010917744,1.0,0.4190971498332722,0.1395880634967201,0.13724066890840522,0.7413848104430619,-0.7187618956596135,1.0,0.13724066890840522,0.1395880634967201,0.419097149833272,0.747812010917744,0.7732133833707336,-0.7927886674493448,0.5273776133209728
freedom,-0.4974502994282192,0.16833762597944144,0.2367764717990203,0.05777380404243399,0.3028370427757695,0.2827489316303007,-0.36403318138872914,0.29098024035088305,-0.07731988719485479,0.037637437411732415,0.6761256384597825,-0.10487494202110134,0.09307349935017419,0.31900757740208546,0.29793502252388393,-0.30835677183428173,0.2933780043437777,0.30085158481731106,0.6028194700803,0.5568447899227779,0.1638747790153606,0.5850482289095794,-0.5793907559934901,0.6932577663097167,0.4190971498332722,1.0,0.2578171183480416,-0.10637373546464353,0.7920959406676845,-0.8160344417538635,0.41909714983327234,-0.10637373546464356,0.2578171183480414,0.9999999999999996,0.6932577663097169,0.38646915699715517,-0.4339263418049513,0.8266831077038
renew,-0.22970139979799437,-0.20188265607631725,-0.3178769127311471,0.2945138356129425,-0.08469430632381834,-0.2060201016726963,0.12485111019580437,-0.18049057946342043,0.3149497261032482,0.12952719887747552,0.1474434650711421,-0.15501848228536946,0.014129155681697338,-0.11602288008953433,-0.10134396896346162,0.11508129990948467,-0.027826935931253398,-0.09183655303772062,0.023084601663622178,0.2017945099353761,-0.014899391966096727,0.09558377195789626,-0.07491666147995758,0.02006486855910756,0.1395880634967201,0.2578171183480416,1.0,-0.12053913481713081,0.5254669281216059,-0.5121115329931731,0.13958806349671996,-0.1205391348171308,0.9999999999999993,0.2578171183480415,0.02006486855910775,-0.09890469005274782,0.036566084442935555,0.2748563086060105
research,0.04326453617601762,0.17920964073795687,0.1400351185392871,-0.15953249544918954,0.18513676293755102,0.17236923230549064,-0.16500257681350125,0.16700660309711757,-0.032191860223280036,-0.13616527584104457,0.07619350850270863,0.03001865616370166,-0.10657337371453904,0.24196439468280073,0.15928266449942421,-0.16429428642386656,0.12669115353363086,0.20768247675023607,-0.03986625271155733,0.13050399555564787,0.14113243839411624,0.0788802444873705,-0.09055023972262015,0.10205333884694108,0.13724066890840522,-0.10637373546464353,-0.12053913481713081,1.0,0.16850291491336292,-0.15752443005988612,0.13724066890840528,0.9999999999999997,-0.12053913481713077,-0.10637373546464361,0.10205333884694096,0.1723952952234359,-0.15783007035395497,-0.17959041856188826
cat_d_pts,-0.6098697117027956,0.2806965050172093,0.34277354731368037,-0.1515330310134691,0.5637164433636396,0.4672661347812709,-0.5718065304138511,0.48930505311644157,-0.2394147916893278,-0.1901900561264082,0.7597940254809034,-0.23783911800241664,-0.08762916009502203,0.5759656568537418,0.5624774872766868,-0.5731403546064684,0.4125640322193771,0.5841987959781685,0.5902625297942903,0.7405036268631343,0.299387032070467,0.7408506348211036,-0.7286658582304828,0.8108623772498201,0.7413848104430619,0.7920959406676845,0.5254669281216059,0.16850291491336292,1.0,-0.9882337536473653,0.7413848104430623,0.16850291491336297,0.5254669281216059,0.7920959406676849,0.8108623772498205,0.6192292513676251,-0.6776794892385116,0.7712883755821032
rank_y,0.6035474691751296,-0.25681547449076214,-0.3211909431395885,0.11314361726539288,-0.5384438696956405,-0.44354000480386513,0.5351230012120743,-0.45906392449455335,0.19844106870847486,0.15785182097135578,-0.7492386373095775,0.25352131736396966,0.09192788792637499,-0.5536874454919825,-0.5351236156568812,0.546710833985517,-0.413424054926034,-0.5675282143831701,-0.5813680571821601,-0.7363262899501862,-0.27961736728777753,-0.7303580888041787,0.7227539483843651,-0.7903104349467158,-0.7187618956596135,-0.8160344417538635,-0.5121115329931731,-0.15752443005988612,-0.9882337536473653,1.0,-0.718761895659614,-0.15752443005988614,-0.5121115329931732,-0.8160344417538639,-0.7903104349467164,-0.5901172353076455,0.6428770334255565,-0.7642771672509048
hap_420,-0.5318694679465598,0.4089354712622055,0.6023093538545496,-0.45348299712099505,0.7028591971415499,0.6613242286214484,-0.7163509118466834,0.6777555306633453,-0.5534333136430436,-0.3070340168942079,0.6265854238893568,-0.213567465375123,-0.3084985349343053,0.7613648114180499,0.747746853706996,-0.7717488210262449,0.43709514639275565,0.7712035924299179,0.4509482235058744,0.6994609889102021,0.323602543186446,0.722498321571896,-0.717736798143682,0.7478120109177444,1.0,0.41909714983327234,0.13958806349671996,0.13724066890840528,0.7413848104430623,-0.718761895659614,1.0,0.1372406689084053,0.13958806349671996,0.4190971498332723,0.7478120109177444,0.7732133833707343,-0.792788667449345,0.527377613320973
res_420,0.04326453617601764,0.17920964073795684,0.14003511853928713,-0.15953249544918952,0.18513676293755096,0.17236923230549064,-0.16500257681350122,0.16700660309711762,-0.03219186022327999,-0.1361652758410446,0.07619350850270869,0.030018656163701692,-0.10657337371453912,0.24196439468280076,0.15928266449942416,-0.16429428642386656,0.12669115353363086,0.207682476750236,-0.039866252711557325,0.13050399555564787,0.14113243839411624,0.07888024448737048,-0.09055023972262016,0.10205333884694111,0.13724066890840522,-0.10637373546464356,-0.1205391348171308,0.9999999999999997,0.16850291491336297,-0.15752443005988614,0.1372406689084053,1.0,-0.12053913481713086,-0.10637373546464361,0.10205333884694101,0.17239529522343588,-0.15783007035395494,-0.1795904185618882
renew_420,-0.22970139979799442,-0.2018826560763172,-0.31787691273114715,0.2945138356129426,-0.0846943063238184,-0.20602010167269624,0.12485111019580437,-0.18049057946342045,0.31494972610324823,0.12952719887747555,0.14744346507114195,-0.15501848228536952,0.014129155681697264,-0.11602288008953433,-0.10134396896346168,0.1150812999094847,-0.02782693593125336,-0.09183655303772062,0.023084601663622185,0.20179450993537576,-0.014899391966096694,0.09558377195789629,-0.07491666147995744,0.020064868559107437,0.1395880634967201,0.2578171183480414,0.9999999999999993,-0.12053913481713077,0.5254669281216059,-0.5121115329931732,0.13958806349671996,-0.12053913481713086,1.0,0.2578171183480415,0.020064868559107593,-0.0989046900527478,0.03656608444293554,0.27485630860601046
freedom_420,-0.4974502994282192,0.1683376259794411,0.23677647179902006,0.05777380404243431,0.3028370427757691,0.2827489316303004,-0.36403318138872887,0.2909802403508827,-0.07731988719485451,0.03763743741173271,0.6761256384597822,-0.10487494202110118,0.0930734993501743,0.31900757740208513,0.29793502252388365,-0.3083567718342815,0.29337800434377737,0.30085158481731067,0.6028194700802999,0.556844789922778,0.16387477901536054,0.5850482289095792,-0.5793907559934898,0.6932577663097166,0.419097149833272,0.9999999999999996,0.2578171183480415,-0.10637373546464361,0.7920959406676849,-0.8160344417538639,0.4190971498332723,-0.10637373546464361,0.2578171183480415,1.0,0.6932577663097171,0.38646915699715495,-0.433926341804951,0.8266831077037999
