country_x,year_x,sanitation_value,norm_sanitize,norm_sanitize_withpts5,norm_sanitize_withpts_log5,country_c,santitation_log32_n,water_pct,water_log32_n,avg_life,lifeexpect_log32_n,country_y,year_y,modtosev_food_insecure_pct,norm_pct_foodinsecure,norm_withpts,norm_withpts_log5,foodinsecure_log32_n,country,year,pm_value,norm_pm_value,norm_with_pts,norm_with_pts_log5,pollution_log32_n
 Cameroon,2018.0,59.40898271,0.517557889,2.587789444,16.56185244,Cameroon,16.561852448,59.60495012,13.809751084815401,60.95,12.807757568,Cameroon,2018.5,0.6452588771813029,0.3547411228186971,1.7737056140934857,11.351715930198306,11.351715930198306,Cameroon,2014.5,0.824817175,0.175182825,0.875914125,5.605850397,5.6058504
 Canada,2018.0,98.85063916,0.98633934,4.931696702,31.56285889,Canada,31.56285888,99.085957,31.588398337455345,81.93,29.08315152,Canada,2019.5,0.05157706803604123,0.9484229319639588,4.742114659819793,30.34953382284668,30.34953382284668,Canada,2014.5,0.03050887400000002,0.969491126,4.847455629,31.02371603,31.023716032
 Chad,2018.0,17.43214085,0.018644642,0.093223211,0.596628551,Chad,0.596628544,30.52929526,0.7167260521304614,52.57,6.306909088,Chad,2018.5,0.8575679428344548,0.1424320571655452,0.712160285827726,4.557825829297446,4.557825829297446,Chad,2014.5,0.603820162,0.396179838,1.980899192,12.67775483,12.677754816
 Chile,2018.0,99.77515533,0.997327622,4.986638111,31.91448391,Chile,31.914483904,99.23101771,31.65372046060044,79.97,27.562666656,Chile,2018.5,0.15726046418737316,0.8427395358126268,4.213697679063134,26.96766514600406,26.96766514600406,Chile,2014.5,0.280715803,0.719284197,3.596420984,23.0170943,23.017094304
 Colombia,2018.0,95.74387579,0.94941409,4.747070449,30.38125088,Colombia,30.38125088,79.8526758,22.927481380475463,75.96,24.451878784,Colombia,2018.5,0.29488196785181975,0.7051180321481803,3.5255901607409013,22.563777028741768,22.563777028741768,Colombia,2014.5,0.18404005099999998,0.815959949,4.079799744,26.11071836,26.110718368
 Comoros,2016.5,48.80652116,0.391542965,1.957714826,12.52937489,Comoros,12.52937488,65.88940152,16.639695238888084,65.24,16.135757568,Comoros,2021.0,0.9236262645933893,0.0763737354066108,0.3818686770330542,2.443959533011548,2.4439595330115456,Comoros,2014.5,0.143928834,0.856071166,4.280355829,27.3942773,27.394277312
 Democratic Republic of Congo,2017.5,53.31624359,0.445143002,2.225715009,14.24457606,DR Congo,14.244576064,59.71960084,13.861379319990268,59.71,11.845818176,Democratic Republic of Congo,2020.5,0.8605435429136861,0.1394564570863139,0.6972822854315697,4.462606626762046,4.462606626762045,Democratic Republic of Congo,2014.5,0.43051695700000003,0.569483043,2.847415213,18.22345736,18.223457376
 Democratic Republic of Congo,2017.5,53.31624359,0.445143002,2.225715009,14.24457606,DR Congo,14.244576064,28.93766313,0.0,59.71,11.845818176,Democratic Republic of Congo,2020.5,0.8605435429136861,0.1394564570863139,0.6972822854315697,4.462606626762046,4.462606626762045,Democratic Republic of Congo,2014.5,0.43051695700000003,0.569483043,2.847415213,18.22345736,18.223457376
 Costa Rica,2018.0,98.42818326,0.981318266,4.90659133,31.40218451,Costa Rica,31.402184512,88.52599958,26.833155935869524,79.92,27.523878784,Costa Rica,2018.5,0.14892878396552556,0.8510712160344744,4.255356080172373,27.234278913103186,27.234278913103182,Costa Rica,2014.5,0.200408971,0.799591029,3.997955147,25.58691294,25.586912928
 Czechia,2018.0,99.99330457,0.999920422,4.99960211,31.9974535,Czechia,31.997453504,98.88108501,31.49614266491825,78.73,26.600727264,Czechia,2018.5,0.04508034120035398,0.954919658799646,4.77459829399823,30.55742908158868,30.557429081588673,Czechia,2014.5,0.20438445900000002,0.795615541,3.978077703,25.4596973,25.459697312
 Democratic Republic of the Congo,2018.0,35.35340891,0.231646803,1.158234016,7.412697702,DR Congo,7.412697696,59.71960084,13.861379319990268,59.71,11.845818176,Democratic Republic of Congo,2020.5,0.8605435429136861,0.1394564570863139,0.6972822854315697,4.462606626762046,4.462606626762045,Democratic Republic of Congo,2014.5,0.43051695700000003,0.569483043,2.847415213,18.22345736,18.223457376
 Democratic Republic of the Congo,2018.0,35.35340891,0.231646803,1.158234016,7.412697702,DR Congo,7.412697696,28.93766313,0.0,59.71,11.845818176,Democratic Republic of Congo,2020.5,0.8605435429136861,0.1394564570863139,0.6972822854315697,4.462606626762046,4.462606626762045,Democratic Republic of Congo,2014.5,0.43051695700000003,0.569483043,2.847415213,18.22345736,18.223457376
 Denmark,2018.0,99.99999903,0.999999988,4.999999942,31.99999963,Denmark,31.999999616,99.75142052,31.88806245740902,81.12,28.454787872,Denmark,2018.5,0.044485221184507595,0.9555147788154924,4.777573894077462,30.57647292209576,30.576472922095757,Denmark,2014.5,0.08934745799999999,0.910652542,4.553262712,29.14088136,29.140881344
 Djibouti,2018.0,71.12682971,0.656829659,3.284148296,21.0185491,Djibouti,21.018549088,90.70138491,27.81275122679483,63.86,15.065212128,Djibouti,2021.0,0.560603054927173,0.439396945072827,2.196984725364135,14.060702242330464,14.060702242330464,Djibouti,2014.5,0.24688830100000003,0.753111699,3.765558494,24.09957436,24.099574368
 Dominica,2015.5,83.5409822,0.804377327,4.021886636,25.74007447,Dominica,25.740074464,95.42065606,29.937880844700118,70.74,20.402424256,Dominica,2021.0,0.3844475302366812,0.6155524697633188,3.077762348816594,19.6976790324262,19.6976790324262,Dominica,2014.5,0.049855132000000024,0.950144868,4.750724341,30.40463578,30.404635776
 Dominican Republic,2018.0,95.73717742,0.949334477,4.746672385,30.37870326,Dominican Republic,30.378703264,63.87142197,15.730981165522708,73.13,22.256484864,Dominican Republic,2018.5,0.6021126760324493,0.3978873239675506,1.989436619837753,12.73239436696162,12.73239436696162,Dominican Republic,2014.5,0.038380638999999994,0.961619361,4.808096805,30.77181955,30.771819552
 Ecuador,2018.0,96.6680077,0.960397805,4.801989023,30.73272974,Ecuador,30.73272976,82.63701001,24.181291748167077,75.8,24.327757568,Ecuador,2018.5,0.3368379289689808,0.6631620710310192,3.315810355155096,21.22118627299261,21.221186272992615,Ecuador,2014.5,0.19381969899999996,0.806180301,4.030901503,25.79776962,25.797769632
 Egypt,2018.0,98.91972616,0.98716047,4.935802349,31.58913503,Egypt,31.58913504,94.7038702,29.615105820259803,70.4,20.138666656,Egypt,2018.5,0.3252330886599788,0.6747669113400212,3.373834556700106,21.59254116288068,21.59254116288068,Egypt,2014.5,0.911534742,0.088465258,0.44232629,2.830888257,2.830888256
 El Salvador,2018.0,97.97210481,0.975897573,4.879487864,31.22872233,El Salvador,31.228722336,94.89391492,29.700684641726447,71.15,20.720484864,El Salvador,2018.5,0.5024300733782014,0.4975699266217985,2.4878496331089925,15.922237651897554,15.922237651897552,El Salvador,2014.5,0.338308064,0.661691936,3.308459681,21.17414196,21.174141952
 Estonia,2018.0,99.76560013,0.997214054,4.986070272,31.91084974,Estonia,31.910849728,98.42604717,31.291235093321806,78.06,26.080969696,Estonia,2018.5,0.07468756198870519,0.9253124380112948,4.626562190056474,29.60999801636144,29.609998016361434,Estonia,2014.5,0.028871169999999946,0.97112883,4.855644149,31.07612255,31.07612256
 Eswatini,2018.0,84.81170189,0.81948039,4.097401951,26.22337248,Eswatini,26.22337248,54.85730145,11.671842818191296,58.01,10.527030304,Eswatini,2021.0,0.6613767109834803,0.3386232890165197,1.6931164450825986,10.835945248528631,10.835945248528631,Eswatini,2014.5,0.15479310599999996,0.845206894,4.22603447,27.04662061,27.046620608
 Ethiopia,2018.0,15.86344488,0.0,0.0,0.0,Ethiopia,0.0,29.81572587,0.3953994326333787,64.92,15.887515136,Ethiopia,2018.5,0.6614758976131133,0.3385241023868867,1.6926205119344333,10.832771276380374,10.832771276380374,Ethiopia,2014.5,0.272644499,0.727355501,3.636777505,23.27537603,23.275376032
 Fiji,2018.0,98.93518211,0.987344171,4.936720853,31.59501346,Fiji,31.595013472,73.14917031,19.90883345629554,66.69,17.260606048,Fiji,2020.5,0.23388216622757851,0.7661178337724215,3.830589168862107,24.515770680717488,24.515770680717488,Fiji,2014.5,0.031871050999999984,0.968128949,4.840644747,30.98012638,30.980126368
 Finland,2018.0,99.99995635,0.999999481,4.999997406,31.9999834,Finland,31.999983392,99.80308142,31.911325818463755,81.49,28.741818176,Finland,2018.5,0.08450704225016836,0.9154929577498316,4.577464788749158,29.29577464799461,29.295774647994612,Finland,2014.5,0.011293493000000043,0.988706507,4.943532536,31.63860823,31.638608224
 France,2018.0,99.99999913,0.99999999,4.999999948,31.99999967,France,31.99999968,99.61847794,31.82819723558579,82.46,29.49430304,France,2018.5,0.05177544137862422,0.9482245586213758,4.741122793106879,30.343185875884025,30.343185875884025,France,2014.5,0.11450011100000002,0.885499889,4.427499445,28.33599645,28.335996448
 Gambia,2018.0,63.63190673,0.5677492,2.838745999,18.16797439,Gambia,18.1679744,49.33768462,9.186310448447822,63.85,15.05745456,Gambia,2019.0,0.6439198571456488,0.3560801428543512,1.780400714271756,11.394564571339238,11.394564571339238,Gambia,2014.5,0.541291761,0.458708239,2.293541193,14.67866364,14.678663648
 Georgia,2018.0,87.91039374,0.856309707,4.281548535,27.40191062,Georgia,27.401910624,85.64379425,25.535273335572757,73.44,22.496969696,Georgia,2018.5,0.4017060106962227,0.5982939893037773,2.9914699465188868,19.145407657720877,19.145407657720874,Georgia,2014.5,0.281360818,0.718639182,3.593195911,22.99645383,22.996453824
 Germany,2018.0,99.99999947,0.999999994,4.999999969,31.9999998,Germany,31.999999808,99.95299308,31.97883236737976,80.89,28.276363648,Germany,2018.5,0.019192620511041758,0.9808073794889582,4.904036897444791,31.385836143646664,31.385836143646664,Germany,2014.5,0.122223627,0.877776373,4.388881865,28.08884393,28.088843936
 Ghana,2018.0,70.41833684,0.64840891,3.242044548,20.74908511,Ghana,20.74908512,56.99414363,12.634081787127698,63.97,15.15054544,Ghana,2018.5,0.44872049194807684,0.5512795080519232,2.756397540259616,17.64094425766154,17.64094425766154,Ghana,2014.5,0.671121576,0.328878424,1.644392119,10.52410956,10.524109568
 Greece,2018.0,99.99313928,0.999918457,4.999592287,31.99739064,Greece,31.997390624,99.51864376,31.7832410196673,81.08,28.423757568,Greece,2018.5,0.10920452290778793,0.8907954770922121,4.4539773854610605,28.505455266950783,28.505455266950786,Greece,2014.5,0.18466986500000004,0.815330135,4.076650675,26.09056432,26.09056432
 Grenada,2015.5,93.70684932,0.925203134,4.626015668,29.60650027,Grenada,29.606500288,93.35390602,29.007204987515912,74.99,23.699393952,Grenada,2019.5,0.24102360641773357,0.7589763935822664,3.794881967911332,24.28724459463253,24.287244594632526,Grenada,2014.5,0.07813899599999996,0.921861004,4.609305022,29.49955214,29.499552128
 Guatemala,2018.0,78.22003381,0.741135513,3.705677564,23.71633641,Guatemala,23.716336416,75.15468851,20.811936073331665,70.94,20.557575744,Guatemala,2018.5,0.5710176552044826,0.4289823447955174,2.1449117239775872,13.727435033456558,13.727435033456556,Guatemala,2014.5,0.31626902199999996,0.683730978,3.418654892,21.87939131,21.879391296
 Guinea-Bissau,2018.0,39.25184724,0.277981459,1.389907296,8.895406692,Guinea-Bissau,8.895406688,37.21367809,3.726762873060018,61.34,13.11030304,Guinea-Bissau,2019.5,0.7143423923937973,0.2856576076062028,1.428288038031014,9.141043443398493,9.14104344339849,Guinea-Bissau,2014.5,0.480193309,0.519806691,2.599033454,16.6338141,16.633814112
 Guyana,2018.0,97.00836871,0.964443145,4.822215725,30.86218064,Guyana,30.86218064,88.69029243,26.907138462079118,68.04,18.307878784,Guyana,2021.5,0.2785161674160477,0.7214838325839523,3.6074191629197614,23.087482642686474,23.087482642686474,Guyana,2014.5,0.09385158900000001,0.906148411,4.530742056,28.99674916,28.996749152
 Haiti,2018.0,62.8182597,0.558078647,2.790393234,17.8585167,Haiti,17.858516704,49.11279314,9.085039822164239,63.6,14.863515136,Haiti,2020.5,0.9587383455283183,0.0412616544716817,0.2063082723584086,1.3203729430938154,1.3203729430938145,Haiti,2014.5,0.07371589199999995,0.926284108,4.631420539,29.64109145,29.641091456
 Honduras,2018.0,89.58176433,0.876174682,4.380873411,28.03758983,Honduras,28.037589824,81.04027778,23.462269075812898,71.51,20.999757568,Honduras,2018.5,0.5293592540952448,0.4706407459047553,2.3532037295237767,15.060503868952171,15.06050386895217,Honduras,2014.5,0.275323071,0.724676929,3.623384644,23.18966172,23.189661728
 Hungary,2018.0,99.99999977,0.999999997,4.999999986,31.99999991,Hungary,31.999999904,97.90296343,31.055685849977593,75.92,24.42084848,Hungary,2018.5,0.09878992263047837,0.9012100773695216,4.506050386847607,28.83872247582469,28.838722475824692,Hungary,2014.5,0.19666387600000002,0.803336124,4.016680618,25.70675595,25.706755968
 Iceland,2018.0,99.99999983,0.999999998,4.99999999,31.99999993,Iceland,31.999999936,99.64410018,31.839735157305135,82.32,29.38569696,Iceland,2018.5,0.05475104145785559,0.9452489585421444,4.726244792710722,30.24796667334862,30.24796667334862,Iceland,2014.5,0.016056265000000014,0.983943735,4.919718675,31.48619952,31.48619952
 Indonesia,2018.0,88.06870484,0.858191304,4.290956521,27.46212173,Indonesia,27.462121728,66.3760805,16.85885109620938,69.67,19.572363648,Indonesia,2018.5,0.04731204125977739,0.9526879587402226,4.763439793701113,30.486014679687123,30.486014679687123,Indonesia,2014.5,0.23181613599999995,0.768183864,3.840919318,24.58188364,24.581883648
 Iran,2018.0,99.08616567,0.989138677,4.945693383,31.65243765,Iran,31.652437664,96.39998389,30.378880844704764,75.93,24.428606048,Iran,2018.5,0.4836837928790444,0.5163162071209556,2.581581035604778,16.52211862787058,16.52211862787058,Iran,2014.5,0.40222593100000004,0.597774069,2.988870346,19.12877021,19.128770208
 Ireland,2018.0,96.15349736,0.954282623,4.771413113,30.53704392,Ireland,30.537043936,95.8411995,30.12725528231,81.91,29.067636352,Ireland,2018.5,0.055792501485586454,0.9442074985144135,4.721037492572068,30.214639952461237,30.214639952461233,Ireland,2014.5,0.059653545999999946,0.940346454,4.70173227,30.09108653,30.091086528
 Israel,2018.0,99.94873377,0.999390678,4.996953391,31.98050171,Israel,31.980501696,99.76434859,31.89388408189003,82.59,29.59515152,Israel,2018.5,0.12542154333959843,0.8745784566604016,4.372892283302008,27.98651061313285,27.98651061313285,Israel,2014.5,0.25981308000000003,0.74018692,3.700934599,23.68598143,23.68598144
 Italy,2018.0,99.98591099,0.999832546,4.99916273,31.99464147,Italy,31.994641472,96.71326188,30.519952699664156,82.84,29.789090912,Italy,2021.5,0.0,1.0,5.0,32.0,32.0,Italy,2014.5,0.19435673600000003,0.805643264,4.028216319,25.78058444,25.780584448
 Jamaica,2018.0,98.81791755,0.98595043,4.929752148,31.55041375,Jamaica,31.55041376,90.79295897,27.853987837481597,71.6,21.069575744,Jamaica,2018.5,0.56506645504602,0.43493354495398,2.1746677247699004,13.917873438527362,13.91787343852736,Jamaica,2014.5,0.159094521,0.840905479,4.204527393,26.90897531,26.908975328
 Japan,2018.0,99.949474,0.999399476,4.996997381,31.98078324,Japan,31.980783232,98.76609062,31.444359672097004,84.17,30.82084848,Japan,2018.5,0.017853600475387643,0.9821463995246124,4.910731997623062,31.428684784787595,31.428684784787595,Japan,2014.5,0.11860534199999995,0.881394658,4.406973292,28.20462907,28.204629056
 Kazakhstan,2018.0,99.86637767,0.99841184,4.992059199,31.94917887,Kazakhstan,31.94917888,94.37659615,29.467731415458584,72.36,21.65915152,Kazakhstan,2019.5,0.003769093437660409,0.9962309065623396,4.981154532811698,31.879389009994867,31.879389009994867,Kazakhstan,2014.5,0.414532127,0.585467873,2.927339367,18.73497195,18.734971936
 Kenya,2018.0,58.20975254,0.50330451,2.516522551,16.10574432,Kenya,16.10574432,53.00398875,10.83727968654966,62.46,13.97915152,Kenya,2018.5,0.7383951596612419,0.2616048403387581,1.3080242016937904,8.371354890840259,8.371354890840259,Kenya,2014.5,0.116293113,0.883706887,4.418534436,28.27862039,28.278620384
 Kiribati,2018.0,58.04431617,0.501338226,2.50669113,16.04282323,Kiribati,16.042823232,48.19246649,8.670608576343037,65.72,16.508121216,Kiribati,2020.0,0.46300337232838706,0.5369966276716129,2.6849831383580645,17.183892085491614,17.183892085491614,Kiribati,2014.5,0.03638286300000004,0.963617137,4.818085684,30.83574838,30.835748384
 Kuwait,2018.0,100.0,1.0,5.0,32.0,Kuwait,32.0,100.0,32.0,79.18,26.949818176,Kuwait,2018.5,0.1144118230464427,0.8855881769535573,4.427940884767787,28.338821662513837,28.338821662513833,Kuwait,2014.5,0.969497235,0.030502765,0.152513823,0.976088467,0.97608848
 Kyrgyzstan,2018.0,99.87233653,0.998482663,4.992413317,31.95144523,Kyrgyz Republic,31.951445216,86.65147664,25.989041645204765,70.01,19.836121216,Kyrgyzstan,2019.5,0.05336242808358016,0.9466375719164198,4.733187859582099,30.292402301325435,30.292402301325435,Kyrgyzstan,2014.5,0.637957385,0.362042615,1.810213076,11.58536369,11.58536368
 Lao People's Democratic Republic,2018.0,77.97361479,0.738206714,3.691033572,23.62261486,Laos,23.622614848,52.38865466,10.560189293138848,67.5,17.888969696,Laos,2020.5,0.36659392976129357,0.6334060702387064,3.167030351193532,20.26899424763861,20.268994247638606,Laos,2014.5,0.256997927,0.743002073,3.715010363,23.77606632,23.776066336
 Latvia,2017.5,94.25976339,0.931774761,4.658873803,29.81679234,Latvia,29.816792352,97.66907279,30.950362822201402,74.82,23.567515136,Latvia,2018.5,0.0903094624046692,0.9096905375953308,4.548452687976654,29.110097203050582,29.110097203050586,Latvia,2014.5,0.13798615000000003,0.86201385,4.310069252,27.58444321,27.5844432
 Lebanon,2018.0,97.77425055,0.973545988,4.867729939,31.15347161,Lebanon,31.153471616,73.34195804,19.995647479471916,77.56,25.693090912,Lebanon,2020.0,0.31160484029709956,0.6883951597029004,3.4419757985145023,22.02864511049281,22.028645110492814,Lebanon,2014.5,0.30249714400000005,0.697502856,3.487514279,22.32009138,22.320091392
 Lesotho,2018.0,64.63868161,0.579715163,2.898575813,18.5508852,Lesotho,18.550885216,38.08257703,4.118035765349861,53.85,7.299878784,Lesotho,2020.0,0.616544336416721,0.383455663583279,1.917278317916395,12.270581234664927,12.270581234664927,Lesotho,2014.5,0.20189135999999996,0.79810864,3.990543199,25.53947648,25.53947648
 Liberia,2018.0,45.56296645,0.352991889,1.764959447,11.29574046,Liberia,11.295740448,42.22297758,5.982494822506672,60.77,12.668121216,Liberia,2018.571429,0.9353586306710829,0.0646413693289171,0.3232068466445859,2.0685238185253496,2.0685238185253474,Liberia,2014.5,0.481958389,0.518041611,2.590208055,16.57733155,16.577331552
 Libya,2018.0,99.21925314,0.99072048,4.953602399,31.70305536,Libya,31.70305536,98.92489097,31.5158688768857,72.19,21.527272736,Libya,2018.5,0.3966474905615295,0.6033525094384705,3.0167625471923527,19.307280302031057,19.307280302031057,Libya,2014.5,0.395294754,0.604705246,3.023526229,19.35056786,19.350567872
 Lithuania,2018.0,94.88126926,0.939161632,4.695808158,30.05317221,Lithuania,30.053172224,95.73115622,30.07770181819522,75.1,23.784727264,Lithuania,2018.5,0.10474112278894099,0.895258877211059,4.476294386055296,28.64828407075389,28.64828407075389,Lithuania,2014.5,0.10449486500000005,0.895505135,4.477525676,28.65616433,28.65616432
