country,year,modtosev_food_insecure_pct,norm_pct_foodinsecure,norm_withpts,norm_withpts_log5,foodinsecure_log32_n,country_c
Israel,2018.5,0.12542154333959843,0.8745784566604016,4.372892283302008,27.98651061313285,27.98651061313285,Israel
Montenegro,2018.5,0.1260166633554447,0.8739833366445553,4.369916683222776,27.96746677262577,27.96746677262577,Montenegro
Serbia,2018.5,0.12839714341882968,0.8716028565811703,4.358014282905852,27.89129141059745,27.89129141059745,Serbia
Maldives,2018.5,0.13449712358125376,0.8655028764187462,4.327514382093732,27.69609204539988,27.69609204539988,Maldives
New Zealand,2018.5,0.13643126363275415,0.8635687363672458,4.317843681836229,27.634199563751867,27.634199563751867,New Zealand
Bulgaria,2018.5,0.14208490378329364,0.8579150962167064,4.289575481083531,27.453283078934604,27.453283078934604,Bulgaria
Seychelles,2018.2,0.14616147589184048,0.8538385241081595,4.269192620540798,27.322832771461105,27.322832771461105,Seychelles
Uruguay,2020.0,0.1471136679171945,0.8528863320828055,4.264431660414028,27.292362626649776,27.292362626649776,Uruguay
Costa Rica,2018.5,0.14892878396552556,0.8510712160344744,4.255356080172373,27.234278913103186,27.234278913103182,Costa Rica
Chile,2018.5,0.15726046418737316,0.8427395358126268,4.213697679063134,26.96766514600406,26.96766514600406,Chile
Malaysia,2018.5,0.16202142431414313,0.8379785756858569,4.189892878429284,26.81531442194742,26.81531442194742,Malaysia
Romania,2018.5,0.16514580439733595,0.834854195602664,4.17427097801332,26.71533425928525,26.71533425928525,Romania
Brazil,2018.5,0.17481650465483767,0.8251834953451623,4.125917476725812,26.405871851045195,26.405871851045195,Brazil
Bahamas,2021.0,0.1797262447855692,0.8202737552144308,4.101368776072154,26.248760166861786,26.248760166861786,Bahamas
North Macedonia,2018.5,0.18374330489253154,0.8162566951074685,4.081283475537342,26.12021424343899,26.12021424343899,North Macedonia
South Africa,2020.0,0.19686570124194147,0.8031342987580585,4.015671493790292,25.700297560257876,25.700297560257873,South Africa
Tonga,2020.5,0.20115056535603448,0.7988494346439655,3.994247173219828,25.563181908606897,25.563181908606897,Tonga
Algeria,2018.5,0.20814322554222797,0.791856774457772,3.95928387228886,25.339416782648705,25.339416782648705,Algeria
Paraguay,2018.5,0.2088871255620357,0.7911128744379643,3.9555643721898215,25.315611982014858,25.315611982014858,Paraguay
Fiji,2020.5,0.23388216622757851,0.7661178337724215,3.830589168862107,24.515770680717488,24.515770680717488,Fiji
Saint Lucia,2018.2,0.23923824637019486,0.7607617536298051,3.803808768149026,24.344376116153764,24.344376116153764,St. Lucia
Grenada,2019.5,0.24102360641773357,0.7589763935822664,3.794881967911332,24.28724459463253,24.287244594632526,Grenada
Mali,2019.5,0.24776829997033256,0.7522317000296674,3.761158500148337,24.07141440094936,24.071414400949358,Mali
Ukraine,2018.5,0.2483138266118502,0.7516861733881498,3.758430866940749,24.053957548420797,24.053957548420794,Ukraine
Mauritius,2018.5,0.24935528663958118,0.7506447133604188,3.7532235668020943,24.0206308275334,24.020630827533402,Mauritius
Vanuatu,2020.0,0.25233088671881254,0.7476691132811875,3.738345566405937,23.925411624998,23.925411624998,Vanuatu
Tunisia,2018.5,0.25456258677823596,0.745437413221764,3.727187066108821,23.85399722309645,23.85399722309645,Tunisia
Samoa,2019.5,0.25590160681388996,0.74409839318611,3.72049196593055,23.81114858195552,23.81114858195552,Samoa
Mexico,2018.5,0.2581333068733135,0.7418666931266865,3.7093334656334327,23.73973418005397,23.73973418005397,Mexico
Moldova,2018.5,0.26155524696442944,0.7384447530355706,3.692223765177853,23.630232097138254,23.630232097138258,Moldova
Pakistan,2018.5,0.26854790715062293,0.7314520928493771,3.657260464246885,23.406466971180063,23.406466971180066,Pakistan
Guyana,2021.5,0.2785161674160477,0.7214838325839523,3.6074191629197614,23.087482642686474,23.087482642686474,Guyana
Saint Kitts and Nevis,2020.0,0.28827613567592625,0.7117238643240738,3.5586193216203688,22.77516365837036,22.77516365837036,St. Kitts and Nevis
Colombia,2018.5,0.29488196785181975,0.7051180321481803,3.5255901607409013,22.563777028741768,22.563777028741768,Colombia
Myanmar,2020.5,0.2993453679706667,0.7006546320293333,3.5032731601466667,22.420948224938662,22.420948224938666,Myanmar
Palestine,2019.5,0.30192422141234176,0.6980757785876582,3.490378892938291,22.338424914805064,22.338424914805064,Palestine
Tajikistan,2018.5,0.3021721880459365,0.6978278119540635,3.4891390597703174,22.330489982530032,22.330489982530032,Tajikistan
Lebanon,2020.0,0.31160484029709956,0.6883951597029004,3.4419757985145023,22.02864511049281,22.028645110492814,Lebanon
Egypt,2018.5,0.3252330886599788,0.6747669113400212,3.373834556700106,21.59254116288068,21.59254116288068,Egypt
Ecuador,2018.5,0.3368379289689808,0.6631620710310192,3.315810355155096,21.22118627299261,21.221186272992615,Ecuador
Barbados,2021.0,0.3451696091908284,0.6548303908091716,3.274151954045858,20.95457250589349,20.95457250589349,Barbados
Bangladesh,2018.5,0.35037690932948307,0.6496230906705169,3.2481154533525847,20.787938901456545,20.787938901456542,Bangladesh
Argentina,2018.5,0.3603451695949079,0.6396548304050921,3.1982741520254603,20.468954572962947,20.468954572962947,Argentina
Laos,2020.5,0.36659392976129357,0.6334060702387064,3.167030351193532,20.26899424763861,20.268994247638606,Laos
Antigua and Barbuda,2021.0,0.3677841697929861,0.6322158302070139,3.1610791510350693,20.230906566624444,20.230906566624444,Antigua and Barbuda
Saint Vincent and the Grenadines,2019.5,0.37135488988806364,0.6286451101119364,3.1432255505596816,20.116643523581963,20.116643523581963,St. Vincent and the Grenadines
Senegal,2018.5,0.379091450094065,0.620908549905935,3.104542749529675,19.86907359698992,19.86907359698992,Senegal
Nepal,2018.5,0.3837036302168735,0.6162963697831265,3.0814818489156326,19.72148383306005,19.72148383306005,Nepal
Dominica,2021.0,0.3844475302366812,0.6155524697633188,3.077762348816594,19.6976790324262,19.6976790324262,Dominica
Albania,2018.5,0.3924816504506057,0.6075183495493943,3.037591747746972,19.44058718558062,19.44058718558062,Albania
Libya,2018.5,0.3966474905615295,0.6033525094384705,3.0167625471923527,19.307280302031057,19.307280302031057,Libya
Cape Verde,2019.5,0.39892878399528153,0.6010712160047185,3.005356080023592,19.23427891215099,19.23427891215099,Cabo Verde
Suriname,2021.0,0.4011108906803764,0.5988891093196236,2.9944455465981177,19.164451498227955,19.164451498227955,Suriname
Georgia,2018.5,0.4017060106962227,0.5982939893037773,2.9914699465188868,19.145407657720877,19.145407657720874,Georgia
Cote d'Ivoire,2018.5,0.42923031142911205,0.570769688570888,2.8538484428544395,18.26463003426841,18.264630034268414,Cote d'Ivoire
Burkina Faso,2019.5,0.44872049194807684,0.5512795080519232,2.756397540259616,17.64094425766154,17.64094425766154,Burkina Faso
Ghana,2018.5,0.44872049194807684,0.5512795080519232,2.756397540259616,17.64094425766154,17.64094425766154,Ghana
Mauritania,2018.5,0.4586887522135017,0.5413112477864983,2.7065562389324915,17.321959929167946,17.321959929167946,Mauritania
Kiribati,2020.0,0.46300337232838706,0.5369966276716129,2.6849831383580645,17.183892085491614,17.183892085491614,Kiribati
Iran,2018.5,0.4836837928790444,0.5163162071209556,2.581581035604778,16.52211862787058,16.52211862787058,Iran
Belize,2020.5,0.48770085298600674,0.5122991470139933,2.5614957350699665,16.393572704447784,16.393572704447784,Belize
Philippines,2020.0,0.49037889305731475,0.5096211069426853,2.548105534713426,16.307875422165928,16.307875422165928,Philippines
Trinidad and Tobago,2021.0,0.49037889305731475,0.5096211069426853,2.548105534713426,16.307875422165928,16.307875422165928,Trinidad and Tobago
El Salvador,2018.5,0.5024300733782014,0.4975699266217985,2.4878496331089925,15.922237651897554,15.922237651897552,El Salvador
Peru,2018.5,0.5245982939684746,0.4754017060315255,2.377008530157628,15.212854593008815,15.212854593008815,Peru
Honduras,2018.5,0.5293592540952448,0.4706407459047553,2.3532037295237767,15.060503868952171,15.06050386895217,Honduras
Cambodia,2018.5,0.5426006744478238,0.4573993255521762,2.286996627760881,14.63677841766964,14.636778417669639,Cambodia
Djibouti,2021.0,0.560603054927173,0.439396945072827,2.196984725364135,14.060702242330464,14.060702242330464,Djibouti
Jamaica,2018.5,0.56506645504602,0.43493354495398,2.1746677247699004,13.917873438527362,13.91787343852736,Jamaica
Guatemala,2018.5,0.5710176552044826,0.4289823447955174,2.1449117239775872,13.727435033456558,13.727435033456556,Guatemala
Niger,2019.5,0.5717119618499618,0.4282880381500382,2.141440190750191,13.705217220801224,13.705217220801222,Niger
Dominican Republic,2018.5,0.6021126760324493,0.3978873239675506,1.989436619837753,12.73239436696162,12.73239436696162,Dominican Republic
Nigeria,2018.5,0.6047907161037576,0.3952092838962424,1.976046419481212,12.646697084679758,12.646697084679756,Nigeria
Melanesia,2019.5,0.6068240427848909,0.3931759572151091,1.9658797860755457,12.581630630883492,12.581630630883492,Melanesia
Botswana,2018.5,0.6074687561750657,0.3925312438249343,1.962656219124672,12.560999802397898,12.560999802397898,Botswana
East Timor,2020.5,0.614163856353336,0.3858361436466639,1.92918071823332,12.346756596693249,12.346756596693245,Timor-Leste
Lesotho,2020.0,0.616544336416721,0.383455663583279,1.917278317916395,12.270581234664927,12.270581234664927,Lesotho
Yemen,2018.5,0.6229418765870685,0.3770581234129316,1.8852906170646584,12.065859949213811,12.065859949213811,Yemen
Sao Tome and Principe,2021.0,0.6248760166385686,0.3751239833614314,1.8756199168071568,12.003967467565804,12.003967467565804,Sao Tome and Principe
Tanzania,2018.5,0.6406466970584944,0.3593533029415056,1.796766514707528,11.49930569412818,11.499305694128179,Tanzania
Namibia,2018.5,0.6431759571258411,0.3568240428741589,1.7841202143707946,11.418369371973084,11.418369371973085,Namibia
Gambia,2019.0,0.6439198571456488,0.3560801428543512,1.780400714271756,11.394564571339238,11.394564571339238,Gambia
Cameroon,2018.5,0.6452588771813029,0.3547411228186971,1.7737056140934857,11.351715930198306,11.351715930198306,Cameroon
Papua New Guinea,2019.5,0.6570124974942664,0.3429875025057336,1.714937512528668,10.975600080183476,10.975600080183476,Papua New Guinea
Eswatini,2021.0,0.6613767109834803,0.3386232890165197,1.6931164450825986,10.835945248528631,10.835945248528631,Eswatini
Ethiopia,2018.5,0.6614758976131133,0.3385241023868867,1.6926205119344333,10.832771276380374,10.832771276380374,Ethiopia
Togo,2018.5,0.6712953778745766,0.3287046221254234,1.6435231106271169,10.518547908013549,10.518547908013549,Togo
Guinea-Bissau,2019.5,0.7143423923937973,0.2856576076062028,1.428288038031014,9.141043443398493,9.14104344339849,Guinea-Bissau
Madagascar,2020.0,0.7181908351232615,0.2818091648767384,1.4090458243836923,9.01789327605563,9.017893276055629,Madagascar
Afghanistan,2018.5,0.718607419134354,0.281392580865646,1.40696290432823,9.004562587700672,9.004562587700672,Afghanistan
Benin,2018.5,0.7230708192532008,0.2769291807467992,1.384645903733996,8.861733783897574,8.861733783897574,Benin
Kenya,2018.5,0.7383951596612419,0.2616048403387581,1.3080242016937904,8.371354890840259,8.371354890840259,Kenya
Zimbabwe,2018.5,0.7965681412102136,0.2034318587897864,1.0171592939489322,6.509819481273166,6.509819481273165,Zimbabwe
Burundi,2022.0,0.8176949017727556,0.1823050982272444,0.911525491136222,5.83376314327182,5.83376314327182,Burundi
Uganda,2018.5,0.8373338622956821,0.1626661377043179,0.8133306885215896,5.205316406538174,5.205316406538173,Uganda
Chad,2018.5,0.8575679428344548,0.1424320571655452,0.712160285827726,4.557825829297446,4.557825829297446,Chad
Angola,2019.5,0.8587581828661472,0.1412418171338527,0.7062090856692638,4.519738148283288,4.519738148283286,Angola
Democratic Republic of Congo,2020.5,0.8605435429136861,0.1394564570863139,0.6972822854315697,4.462606626762046,4.462606626762045,DR Congo
Somalia,2021.0,0.913707597702293,0.086292402297707,0.4314620114885353,2.7613568735266263,2.761356873526624,Somalia
Comoros,2021.0,0.9236262645933893,0.0763737354066108,0.3818686770330542,2.443959533011548,2.4439595330115456,Comoros
Congo,2021.5,0.9260067446567743,0.0739932553432257,0.3699662767161288,2.3677841709832244,2.3677841709832226,Congo Republic
Malawi,2018.5,0.9297262447558134,0.0702737552441866,0.3513687762209333,2.2487601678139733,2.248760167813971,Malawi
Liberia,2018.571429,0.9353586306710829,0.0646413693289171,0.3232068466445859,2.0685238185253496,2.0685238185253474,Liberia
Haiti,2020.5,0.9587383455283183,0.0412616544716817,0.2063082723584086,1.3203729430938154,1.3203729430938145,Haiti
Sierra Leone,2018.5,0.9764431659997443,0.0235568340002556,0.1177841700012782,0.753818688008181,0.7538186880081792,Sierra Leone
South Sudan,2019.5,1.0,0.0,0.0,0.0,0.0,South Sudan
