year,uhc,norm_uhc,uhc_log16
2021.0,91.03792,1.0,16.0
2021.0,89.08912,0.9696670520026079,15.514672832041727
2021.0,88.9183,0.9670082495719253,15.472131993150805
2021.0,88.51465,0.960725463006271,15.371607408100337
2021.0,87.96261,0.9521329955327076,15.234127928523321
2021.0,87.90821,0.9512862629941925,15.22058020790708
2021.0,87.80078,0.9496141218799891,15.193825950079825
2021.0,87.03179,0.9376448414610059,15.002317463376095
2021.0,86.77878,0.9337067569100924,14.939308110561479
2021.0,86.33576,0.9268111787995604,14.828978860792967
2021.0,85.90423,0.9200944418079171,14.721511068926674
2021.0,85.72882,0.9173641963192972,14.677827141108756
2021.0,85.67915,0.9165910859298113,14.665457374876981
2021.0,85.59243,0.9152412946478253,14.643860714365205
2021.0,85.4992,0.9137901756300726,14.620642810081161
2021.0,85.25634,0.9100100751833121,14.560161202932994
2021.0,85.24987,0.9099093700449998,14.558549920719997
2021.0,85.23704,0.9097096719113756,14.55535475058201
2021.0,85.213,0.9093354908410466,14.549367853456745
2021.0,84.83291,0.9034194141762638,14.454710626820221
2021.0,84.79053,0.9027597721729135,14.444156354766616
2021.0,84.53304,0.8987519567070634,14.380031307313015
2021.0,84.35354,0.895958050628691,14.335328810059057
2021.0,84.24297,0.8942370356142866,14.307792569828585
2021.0,83.83604,0.8879031960573394,14.20645113691743
2021.0,83.48831,0.8824908007334821,14.119852811735713
2021.0,83.11001,0.8766025853048012,14.025641364876819
2021.0,82.80738,0.8718921686112201,13.950274697779522
2021.0,82.67559,0.8698408656470492,13.917453850352787
2021.0,82.27822,0.863655826881797,13.818493230108752
2021.0,82.00587,0.8594167164614923,13.750667463383877
2021.0,81.97846,0.8589900815555971,13.743841304889553
2021.0,81.96408,0.8587662577705999,13.740260124329598
2021.0,81.76567,0.8556780187454754,13.690848299927607
2021.0,81.75445,0.8555033801594069,13.68805408255051
2021.0,81.52997,0.8520093632431227,13.632149811889963
2021.0,81.08141,0.8450275553851023,13.520440886161637
2021.0,81.03551,0.8443131248057302,13.509009996891683
2021.0,80.68617,0.8388756699343176,13.422010718949082
2021.0,80.41688,0.8346841882193045,13.354947011508871
2021.0,80.328,0.83330077667476,13.33281242679616
2021.0,80.15187,0.8305593244319538,13.28894919091126
2021.0,79.57326,0.821553296599046,13.144852745584735
2021.0,79.45746,0.8197508769674274,13.116014031478839
2021.0,79.31091,0.8174698355424389,13.079517368679022
2021.0,79.15902,0.8151056773572357,13.041690837715771
2021.0,78.95278,0.8118955648803361,12.990329038085378
2021.0,78.86248,0.8104900511261466,12.967840818018345
2021.0,78.56763,0.8059007296375221,12.894411674200354
2021.0,78.52537,0.805242955426536,12.883887286824576
2021.0,78.39335,0.8031880725270001,12.851009160432001
2021.0,78.34303,0.8024048449288737,12.838477518861978
2021.0,78.21974,0.8004858439238458,12.807773502781533
2021.0,78.04086,0.7977015881060227,12.763225409696362
2021.0,77.81492,0.7941848463826388,12.70695754212222
2021.0,77.19485,0.7845334962878405,12.552535940605448
2021.0,77.18728,0.7844156697195215,12.550650715512344
2021.0,77.1058,0.7831474387041133,12.530359019265813
2021.0,76.98295,0.7812352862710881,12.49976458033741
2021.0,76.92128,0.7802753966451647,12.484406346322634
2021.0,76.81477,0.7786175752724214,12.457881204358742
2021.0,76.6337,0.7757992322439488,12.41278771590318
2021.0,76.42062,0.7724826556022798,12.359722489636477
2021.0,76.03581,0.7664931124378317,12.263889799005307
2021.0,75.99274,0.765822730628386,12.253163690054176
2021.0,75.93155,0.7648703121719204,12.237924994750726
2021.0,75.79523,0.7627485000459945,12.203976000735912
2021.0,75.58542,0.7594828207462546,12.151725131940074
