year,uhc,norm_uhc,uhc_log16
2021.0,75.50772,0.7582734251903243,12.132374803045188
2021.0,75.31574,0.7552852687060574,12.084564299296918
2021.0,75.1346,0.7524658361320388,12.03945337811262
2021.0,75.0049,0.7504470638848806,12.00715302215809
2021.0,74.84127,0.7479001733466963,11.966402773547141
2021.0,74.70721,0.7458135379769661,11.933016607631458
2021.0,74.62745,0.7445720786521138,11.913153258433821
2021.0,74.57317,0.7437272139059633,11.899635422495413
2021.0,74.54783,0.7433327984183535,11.893324774693657
2021.0,74.3674,0.7405244169491574,11.848390671186518
2021.0,74.30833,0.7396049961577954,11.833679938524726
2021.0,74.14455,0.7370557708791559,11.792892334066494
2021.0,74.11164,0.7365435288232269,11.784696461171631
2021.0,73.52955,0.7274833350117523,11.639733360188037
2021.0,73.4856,0.7267992560583014,11.628788096932823
2021.0,72.61969,0.7133214220063608,11.413142752101773
2021.0,72.27225,0.7079135405140508,11.326616648224812
2021.0,71.94123,0.7027612352769322,11.244179764430916
2021.0,71.67236,0.6985762908351942,11.177220653363108
2021.0,71.17687,0.6908640205133408,11.053824328213453
2021.0,71.10895,0.6898068500351067,11.036909600561707
2021.0,70.9511,0.6873499248291398,10.997598797266237
2021.0,70.75371,0.6842775620391125,10.9484409926258
2021.0,70.44362,0.679451030920213,10.871216494723408
2021.0,70.31471,0.6774445549727871,10.839112879564594
2021.0,70.2333,0.6761774135029247,10.818838616046795
2021.0,69.89807,0.6709595798836896,10.735353278139034
2021.0,69.45202,0.6640168400159573,10.624269440255317
2021.0,68.83349,0.6543894599231683,10.470231358770693
2021.0,68.54345,0.6498750057784828,10.398000092455725
2021.0,68.22667,0.6449443452352694,10.319109523764311
2021.0,68.19311,0.6444219859707003,10.310751775531205
2021.0,68.08401,0.6427238514127593,10.28358162260415
2021.0,67.97488,0.6410252499067272,10.256403998507635
2021.0,67.60394,0.6352515924097276,10.164025478555642
2021.0,67.24715,0.6296981787623604,10.075170860197767
2021.0,67.13705,0.6279844792680496,10.047751668288793
2021.0,66.73998,0.6218041099837083,9.948865759739332
2021.0,66.47112,0.617619321191334,9.881909139061344
2021.0,65.65727,0.6049517977268033,9.679228763628853
2021.0,65.65095,0.6048534273289463,9.677654837263141
2021.0,65.06229,0.5956909718855224,9.53105555016836
2021.0,64.95104,0.5939593727143865,9.503349963430184
2021.0,64.90748,0.5932813640861196,9.492501825377914
2021.0,64.77206,0.5911735604029263,9.458776966446822
2021.0,64.30881,0.5839631036296341,9.343409658074146
2021.0,64.12852,0.5811569012515297,9.298510420024476
2021.0,63.76895,0.5755602170810544,9.20896347329687
2021.0,63.33427,0.5687944505398463,9.100711208637541
2021.0,62.66269,0.5583413505726418,8.933461609162269
2021.0,62.63717,0.5579441333964855,8.927106134343768
2021.0,62.11962,0.5498885005783152,8.798216009253043
2021.0,61.41676,0.5389485294014643,8.623176470423429
2021.0,60.42171,0.5234606394667327,8.375370231467723
2021.0,60.35399,0.5224065819757725,8.35850531161236
2021.0,58.94324,0.5004483479921311,8.007173567874098
2021.0,58.78933,0.4980527486354609,7.968843978167374
2021.0,58.68237,0.49638792304135115,7.9422067686616185
2021.0,58.50789,0.4936721529435552,7.898754447096883
2021.0,58.24706,0.4896123505902301,7.833797609443682
2021.0,58.21226,0.48907069080456245,7.825131052872999
2021.0,57.98489,0.48553169122216966,7.7685070595547145
2021.0,56.68787,0.46534365745186107,7.445498519229777
2021.0,55.86385,0.45251783858444994,7.240285417351199
2021.0,55.83556,0.4520775065345494,7.233240104552791
2021.0,55.17985,0.4418714221075329,7.069942753720526
2021.0,55.12797,0.44106391320866956,7.057022611338713
2021.0,55.04284,0.4397388701755117,7.0358219228081875
2021.0,54.77663,0.43559532846451743,6.969525255432279
2021.0,54.13732,0.42564450899396505,6.810312143903441
2021.0,53.66346,0.41826890824578966,6.692302531932635
2021.0,53.33536,0.4131620526228708,6.610592841965933
2021.0,53.24809,0.4118037006258816,6.588859210014106
2021.0,52.44712,0.39933665354179343,6.389386456668695
2021.0,52.40868,0.3987383373877398,6.3798133982038365
2021.0,52.30378,0.3971055755625519,6.35368920900083
2021.0,51.83316,0.3897804052082145,6.236486483331432
2021.0,51.61948,0.3864544896047238,6.1832718336755805
2021.0,50.08955,0.362641226504534,5.802259624072544
2021.0,49.14794,0.34798512676940246,5.567762028310439
2021.0,48.97425,0.34528165297133856,5.524506447541417
2021.0,48.5671,0.3389443891283901,5.423110226054241
2021.0,48.55309,0.3387263243698496,5.419621189917594
2021.0,48.27469,0.33439304608450793,5.350288737352127
2021.0,48.11962,0.33197939140164895,5.311670262426383
2021.0,47.78764,0.32681214382561546,5.228994301209847
2021.0,47.71428,0.3256703000935297,5.210724801496475
2021.0,47.65958,0.3248188980741037,5.197102369185659
2021.0,47.2799,0.3189092030332325,5.10254724853172
2021.0,46.99287,0.3144415993470198,5.031065589552317
2021.0,46.1508,0.3013348333781344,4.82135733405015
2021.0,45.98177,0.29870389218355353,4.7792622749368565
2021.0,45.74751,0.29505765018957314,4.72092240303317
2021.0,45.20959,0.2866849596175508,4.586959353880813
2021.0,44.88894,0.2816940627705867,4.507105004329387
2021.0,44.70966,0.27890358097821577,4.462457295651452
2021.0,44.00792,0.2679810425300991,4.287696680481585
2021.0,43.9927,0.2677441441985513,4.283906307176821
2021.0,43.91182,0.26648525214496493,4.263764034319439
2021.0,43.87635,0.26593316385192955,4.254930621630873
2021.0,43.59322,0.26152626341755886,4.184420214680942
2021.0,43.53126,0.26056185996008846,4.168989759361415
2021.0,42.77569,0.24880146098718736,3.980823375794998
2021.0,42.62791,0.246501274690464,3.944020395047424
2021.0,42.4872,0.24431113249387484,3.9089781199019975
2021.0,41.73901,0.23266560275138268,3.722649644022123
2021.0,41.46003,0.22832329680294655,3.653172748847145
2021.0,41.28001,0.22552129695766193,3.608340751322591
2021.0,41.00435,0.22123066659797344,3.539690665567575
2021.0,41.00078,0.22117509977513336,3.5388015964021338
2021.0,40.88461,0.21936692111705816,3.5098707378729306
2021.0,40.12226,0.2075009918755701,3.320015870009122
2021.0,39.92434,0.2044203796692669,3.2707260747082705
2021.0,39.60456,0.19944302431694444,3.191088389071111
2021.0,38.42341,0.18105849972380017,2.8969359955808027
2021.0,37.89256,0.17279585325191216,2.7647336520305945
2021.0,37.24882,0.16277608111324166,2.6044172978118665
2021.0,36.72917,0.1546877619286949,2.4750041908591185
2021.0,35.14274,0.1299950799236136,2.0799212787778174
2021.0,34.98468,0.12753488608100894,2.040558177296143
2021.0,34.94375,0.12689781323539465,2.0303650117663143
2021.0,34.17734,0.11496869035224543,1.8394990456359268
2021.0,32.26192,0.08515529993087619,1.362484798894019
2021.0,30.39468,0.05609182814380199,0.8974692503008318
2021.0,29.40162,0.04063491243244627,0.6501585989191403
2021.0,26.79095,0.0,0.0
