year,hdi,norm_hdi,hdi_log4
2015.0,0.3646747533333334,0.3510867051540863,1.4043468206163452
2015.0,0.3639430666666667,0.35009420578182837,1.4003768231273135
2015.0,0.36368973,0.349750566223953,1.399002264895812
2015.0,0.35984614666666664,0.34453692188773305,1.3781476875509322
2015.0,0.3575607166666666,0.3414368410147645,1.365747364059058
2015.0,0.35728570666666665,0.3410638025752258,1.3642552103009031
2015.0,0.35265684666666663,0.3347849664920165,1.339139865968066
2015.0,0.35090217000000007,0.33240482814930766,1.3296193125972307
2015.0,0.34492489666666665,0.32429693128387244,1.2971877251354897
2015.0,0.34388508,0.32288646771258517,1.2915458708503407
2015.0,0.32566494,0.2981716842727913,1.1926867370911651
2015.0,0.3255523066666667,0.2980189023270194,1.1920756093080775
2015.0,0.32139405666666665,0.2923784271035292,1.1695137084141167
